current_state,year,population,from,from_different_state_Total
Ohio,2012,11414635,Nevada,196391
Oklahoma,2012,3762311,Nevada,108972
Oregon,2012,3857465,Nevada,118925
Pennsylvania,2012,12630082,Nevada,215500
Rhode Island,2012,1040527,Nevada,33446
South Carolina,2012,4668886,Nevada,156705
South Dakota,2012,821669,Nevada,26051
Tennessee,2012,6378278,Nevada,177098
Texas,2012,25711791,Nevada,507752
Utah,2012,2805440,Nevada,87870
Vermont,2012,620224,Nevada,24431
Virginia,2012,8085389,Nevada,250653
Washington,2012,6815763,Nevada,215494
West Virginia,2012,1837518,Nevada,47125
Wisconsin,2012,5660677,Nevada,99192
Wyoming,2012,569734,Nevada,31149
Puerto Rico,2012,3628402,Nevada,20044
Alabama,2013,4781296,Nevada,104102
Alaska,2013,725193,Nevada,34360
Arizona,2013,6543362,Nevada,236146
Arkansas,2013,2923642,Nevada,70621
California,2013,37873189,Nevada,485477
Colorado,2013,5206012,Nevada,206543
Connecticut,2013,3562959,Nevada,88351
Delaware,2013,914025,Nevada,36790
District of Columbia ,2013,636535,Nevada,46571
Florida,2013,19345059,Nevada,529406
Georgia,2013,9870319,Nevada,278972
Hawaii,2013,1387361,Nevada,58083
Idaho,2013,1592596,Nevada,61592
Illinois,2013,12740816,Nevada,223605
Indiana,2013,6492306,Nevada,133508
Iowa,2013,3053635,Nevada,75650
Kansas,2013,2854869,Nevada,89735
Kentucky,2013,4345186,Nevada,103207
Louisiana,2013,4568320,Nevada,91889
Maine,2013,1315753,Nevada,36780
Maryland,2013,5857213,Nevada,161525
Massachusetts,2013,6619999,Nevada,135150
Michigan,2013,9784094,Nevada,144091
Minnesota,2013,5353441,Nevada,104825
Mississippi,2013,2957797,Nevada,68588
Missouri,2013,5973448,Nevada,159936
Montana,2013,1003013,Nevada,40035
Nebraska,2013,1842900,Nevada,45854
Nevada,2013,2757365,Nevada,126583
New Hampshire,2013,1310978,Nevada,44867
New Jersey,2013,8803679,Nevada,136907
New Mexico,2013,2059689,Nevada,56808
New York,2013,19431954,Nevada,272066
North Carolina,2013,9737365,Nevada,275922
North Dakota,2013,714804,Nevada,38908
Ohio,2013,11439593,Nevada,185749
Oklahoma,2013,3801521,Nevada,109255
Oregon,2013,3888216,Nevada,143841
Pennsylvania,2013,12639493,Nevada,224280
Rhode Island,2013,1040986,Nevada,34108
South Carolina,2013,4720602,Nevada,166047
South Dakota,2013,832703,Nevada,30042
Tennessee,2013,6419226,Nevada,186525
Texas,2013,26087349,Nevada,548034
Utah,2013,2854667,Nevada,97869
Vermont,2013,621256,Nevada,23180
Virginia,2013,8163664,Nevada,266348
Washington,2013,6888552,Nevada,208215
West Virginia,2013,1837863,Nevada,51957
Wisconsin,2013,5681024,Nevada,100846
Wyoming,2013,575933,Nevada,27584
Puerto Rico,2013,3579220,Nevada,24652
Alabama,2014,4791931,Nevada,107919
Alaska,2014,725206,Nevada,37842
Arizona,2014,6651964,Nevada,249730
Arkansas,2014,2931123,Nevada,74741
California,2014,38340324,Nevada,513968
Colorado,2014,5293943,Nevada,218728
Connecticut,2014,3558915,Nevada,82746
Delaware,2014,924770,Nevada,32166
District of Columbia ,2014,648586,Nevada,56234
Florida,2014,19683763,Nevada,546501
Georgia,2014,9970167,Nevada,274095
Hawaii,2014,1401004,Nevada,58144
Idaho,2014,1613068,Nevada,64633
Illinois,2014,12730206,Nevada,209536
Indiana,2014,6516181,Nevada,139846
Iowa,2014,3067872,Nevada,79194
Kansas,2014,2866584,Nevada,96467
Kentucky,2014,4357819,Nevada,104975
Louisiana,2014,4593505,Nevada,97814
Maine,2014,1317638,Nevada,39065
Maryland,2014,5911235,Nevada,156787
Massachusetts,2014,6674907,Nevada,146622
Michigan,2014,9795659,Nevada,149991
Minnesota,2014,5385219,Nevada,106783
Mississippi,2014,2957658,Nevada,73927
Missouri,2014,5992195,Nevada,153320
Montana,2014,1012169,Nevada,37561
Nebraska,2014,1855356,Nevada,52200
Nevada,2014,2806170,Nevada,130390
New Hampshire,2014,1314735,Nevada,41393
New Jersey,2014,8840346,Nevada,128911
New Mexico,2014,2060189,Nevada,68917
New York,2014,19528220,Nevada,258571
North Carolina,2014,9832152,Nevada,286533
North Dakota,2014,729874,Nevada,39059
Ohio,2014,11464891,Nevada,196742
Oklahoma,2014,3827288,Nevada,111346
Oregon,2014,3927857,Nevada,137008
Pennsylvania,2014,12645888,Nevada,232889
Rhode Island,2014,1045791,Nevada,32621
South Carolina,2014,4780659,Nevada,171969
South Dakota,2014,842076,Nevada,28198
Tennessee,2014,6471445,Nevada,182130
Texas,2014,26588600,Nevada,538572
Utah,2014,2894001,Nevada,90234
Vermont,2014,620898,Nevada,22635
Virginia,2014,8224054,Nevada,262477
Washington,2014,6979369,Nevada,220259
West Virginia,2014,1831414,Nevada,47957
Wisconsin,2014,5692727,Nevada,117831
Wyoming,2014,577782,Nevada,25992
Puerto Rico,2014,3511186,Nevada,19771
Alabama,2015,4801599,Nevada,114876
Alaska,2015,727862,Nevada,34696
Arizona,2015,6747595,Nevada,253281
Arkansas,2015,2938341,Nevada,81594
California,2015,38675135,Nevada,514477
Colorado,2015,5393067,Nevada,227445
Connecticut,2015,3554844,Nevada,76997
Delaware,2015,935813,Nevada,44495
District of Columbia ,2015,663006,Nevada,59905
Florida,2015,20068392,Nevada,584938
Georgia,2015,10088525,Nevada,283325
Hawaii,2015,1414355,Nevada,53742
Idaho,2015,1635366,Nevada,73809
Illinois,2015,12706393,Nevada,209828
Indiana,2015,6540691,Nevada,147529
Iowa,2015,3081446,Nevada,85937
Kansas,2015,2875640,Nevada,91340
Kentucky,2015,4373403,Nevada,106918
Louisiana,2015,4612024,Nevada,93321
Maine,2015,1317444,Nevada,30123
Maryland,2015,5934005,Nevada,168894
Massachusetts,2015,6725678,Nevada,132642
Michigan,2015,9811416,Nevada,142639
Minnesota,2015,5419822,Nevada,108476
Mississippi,2015,2959289,Nevada,69351
Missouri,2015,6015580,Nevada,159152
Montana,2015,1019646,Nevada,42760
Nebraska,2015,1869217,Nevada,52950
Nevada,2015,2859489,Nevada,135999
New Hampshire,2015,1318121,Nevada,53446
New Jersey,2015,8854363,Nevada,144074
New Mexico,2015,2060441,Nevada,55753
New York,2015,19570171,Nevada,257611
North Carolina,2015,9927547,Nevada,310612
North Dakota,2015,745291,Nevada,42618
Ohio,2015,11482142,Nevada,203475
Oklahoma,2015,3864908,Nevada,110878
Oregon,2015,3985712,Nevada,141162
Pennsylvania,2015,12662192,Nevada,232683
Rhode Island,2015,1045062,Nevada,38344
South Carolina,2015,4839984,Nevada,170366
South Dakota,2015,848285,Nevada,26962
Tennessee,2015,6522259,Nevada,195923
Texas,2015,27092848,Nevada,553032
Utah,2015,2947423,Nevada,97361
Vermont,2015,619952,Nevada,21232
Virginia,2015,8283737,Nevada,277715
Washington,2015,7089143,Nevada,230907
West Virginia,2015,1823753,Nevada,42078
Wisconsin,2015,5708201,Nevada,106511
Wyoming,2015,579102,Nevada,35947
Puerto Rico,2015,3443445,Nevada,24762
Alabama,2016,4810126,Nevada,122220
Alaska,2016,731760,Nevada,31300
Arizona,2016,6851836,Nevada,273257
Arkansas,2016,2949650,Nevada,71083
California,2016,38783436,Nevada,514758
Colorado,2016,5476928,Nevada,223260
Connecticut,2016,3541758,Nevada,75586
Delaware,2016,942073,Nevada,33400
District of Columbia ,2016,672022,Nevada,58154
Florida,2016,20401575,Nevada,605018
Georgia,2016,10179860,Nevada,305040
Hawaii,2016,1410258,Nevada,57229
Idaho,2016,1663756,Nevada,71556
Illinois,2016,12654142,Nevada,203713
Indiana,2016,6554084,Nevada,145782
Iowa,2016,3097283,Nevada,78263
Kansas,2016,2870529,Nevada,88830
Kentucky,2016,4385213,Nevada,113238
Louisiana,2016,4622042,Nevada,85371
Maine,2016,1319292,Nevada,38590
Maryland,2016,5949566,Nevada,158647
Massachusetts,2016,6745441,Nevada,149408
Michigan,2016,9813772,Nevada,155874
Minnesota,2016,5455904,Nevada,111307
Mississippi,2016,2951081,Nevada,64639
Missouri,2016,6022165,Nevada,162809
Montana,2016,1032794,Nevada,37775
Nebraska,2016,1882987,Nevada,51448
Nevada,2016,2907243,Nevada,117899
New Hampshire,2016,1322101,Nevada,52457
New Jersey,2016,8852286,Nevada,144359
New Mexico,2016,2057857,Nevada,64802
New York,2016,19526443,Nevada,260723
North Carolina,2016,10032407,Nevada,330896
North Dakota,2016,746271,Nevada,29655
Ohio,2016,11481752,Nevada,195396
Oklahoma,2016,3873232,Nevada,102000
Oregon,2016,4052221,Nevada,139334
Pennsylvania,2016,12645493,Nevada,252060
Rhode Island,2016,1045691,Nevada,32800
South Carolina,2016,4903788,Nevada,165230
South Dakota,2016,853832,Nevada,31789
Tennessee,2016,6580953,Nevada,170867
Texas,2016,27472626,Nevada,531996
Utah,2016,3002244,Nevada,107083
Vermont,2016,619387,Nevada,21262
Virginia,2016,8312297,Nevada,264164
Washington,2016,7202119,Nevada,257728
West Virginia,2016,1810709,Nevada,47196
Wisconsin,2016,5712104,Nevada,118814
Wyoming,2016,577567,Nevada,26471
Puerto Rico,2016,3384760,Nevada,21196
Alabama,2017,4819343,Nevada,111803
Alaska,2017,730874,Nevada,30199
Arizona,2017,6935358,Nevada,261727
Arkansas,2017,2968395,Nevada,79411
California,2017,39085984,Nevada,523131
Colorado,2017,5542282,Nevada,226933
Connecticut,2017,3556297,Nevada,83325
Delaware,2017,952449,Nevada,38532
District of Columbia ,2017,684810,Nevada,56231
Florida,2017,20772371,Nevada,566476
Georgia,2017,10299497,Nevada,278889
Hawaii,2017,1410750,Nevada,46457
Idaho,2017,1694182,Nevada,71899
Illinois,2017,12659328,Nevada,195092
Indiana,2017,6591598,Nevada,142290
Iowa,2017,3106880,Nevada,77072
Kansas,2017,2876925,Nevada,86154
Kentucky,2017,4404279,Nevada,103985
Louisiana,2017,4629962,Nevada,72836
Maine,2017,1322591,Nevada,34252
Maryland,2017,5988007,Nevada,165654
Massachusetts,2017,6789798,Nevada,146299
Michigan,2017,9851330,Nevada,148787
Minnesota,2017,5510902,Nevada,115623
Mississippi,2017,2946971,Nevada,73549
Missouri,2017,6039877,Nevada,164957
Montana,2017,1039170,Nevada,35456
Nebraska,2017,1894217,Nevada,52507
Nevada,2017,2963456,Nevada,133074
New Hampshire,2017,1330742,Nevada,52893
New Jersey,2017,8910191,Nevada,152106
New Mexico,2017,2062628,Nevada,57255
New York,2017,19638923,Nevada,285252
North Carolina,2017,10158556,Nevada,313834
North Dakota,2017,744641,Nevada,37315
Ohio,2017,11520109,Nevada,198929
Oklahoma,2017,3875922,Nevada,101961
Oregon,2017,4102048,Nevada,149513
Pennsylvania,2017,12674642,Nevada,250120
Rhode Island,2017,1048549,Nevada,36850
South Carolina,2017,4966211,Nevada,166573
South Dakota,2017,856726,Nevada,26106
Tennessee,2017,6642072,Nevada,191909
Texas,2017,27924632,Nevada,524511
Utah,2017,3056193,Nevada,99584
Vermont,2017,619089,Nevada,21868
Virginia,2017,8372522,Nevada,250490
Washington,2017,7318811,Nevada,260787
West Virginia,2017,1798306,Nevada,40007
Wisconsin,2017,5731549,Nevada,112519
Wyoming,2017,573483,Nevada,18511
Puerto Rico,2017,3313519,Nevada,20167
Alabama,2018,4832358,Nevada,109301
Alaska,2018,727164,Nevada,32099
Arizona,2018,7090137,Nevada,273714
Arkansas,2018,2975961,Nevada,73179
California,2018,39114889,Nevada,501023
Colorado,2018,5633029,Nevada,239153
Connecticut,2018,3538203,Nevada,84718
Delaware,2018,958770,Nevada,34451
District of Columbia ,2018,693798,Nevada,47555
Florida,2018,21092877,Nevada,587261
Georgia,2018,10410462,Nevada,274273
Hawaii,2018,1403653,Nevada,54074
Idaho,2018,1734756,Nevada,79765
Illinois,2018,12599244,Nevada,206620
Indiana,2018,6612948,Nevada,145256
Iowa,2018,3119306,Nevada,74199
Kansas,2018,2874208,Nevada,95748
Kentucky,2018,4414714,Nevada,110456
Louisiana,2018,4603081,Nevada,81355
Maine,2018,1324095,Nevada,34706
Maryland,2018,5974521,Nevada,163216
Massachusetts,2018,6834364,Nevada,144042
Michigan,2018,9891083,Nevada,139276
Minnesota,2018,5543490,Nevada,100270
Mississippi,2018,2955717,Nevada,68000
Missouri,2018,6053109,Nevada,152326
Montana,2018,1051757,Nevada,43375
Nebraska,2018,1905843,Nevada,54579
Nevada,2018,3003761,Nevada,127362
New Hampshire,2018,1344750,Nevada,48367
New Jersey,2018,8815804,Nevada,159846
New Mexico,2018,2072546,Nevada,60068
New York,2018,19329704,Nevada,254447
North Carolina,2018,10274540,Nevada,318681
North Dakota,2018,749825,Nevada,33735
Ohio,2018,11555163,Nevada,198026
Oklahoma,2018,3895983,Nevada,106943
Oregon,2018,4152756,Nevada,140627
Pennsylvania,2018,12674699,Nevada,253520
Rhode Island,2018,1047975,Nevada,32841
South Carolina,2018,5029034,Nevada,186505
South Dakota,2018,871271,Nevada,26775
Tennessee,2018,6692936,Nevada,209377
Texas,2018,28333482,Nevada,563945
Utah,2018,3114717,Nevada,100824
Vermont,2018,621681,Nevada,26306
Virginia,2018,8424340,Nevada,274003
Washington,2018,7453439,Nevada,260906
West Virginia,2018,1787630,Nevada,43841
Wisconsin,2018,5751525,Nevada,114613
Wyoming,2018,570867,Nevada,25734
Puerto Rico,2018,3173956,Nevada,20900
Alabama,2019,4849509,Nevada,104780
Alaska,2019,722063,Nevada,34031
Arizona,2019,7200620,Nevada,253295
Arkansas,2019,2989054,Nevada,59723
California,2019,39084048,Nevada,480204
Colorado,2019,5701658,Nevada,240600
Connecticut,2019,3531986,Nevada,90044
Delaware,2019,964817,Nevada,38014
District of Columbia ,2019,697556,Nevada,58879
Florida,2019,21269409,Nevada,601611
Georgia,2019,10499808,Nevada,284541
Hawaii,2019,1396819,Nevada,49708
Idaho,2019,1764327,Nevada,78730
Illinois,2019,12536539,Nevada,190627
Indiana,2019,6656971,Nevada,151443
Iowa,2019,3121385,Nevada,72651
Kansas,2019,2879518,Nevada,94648
Kentucky,2019,4421512,Nevada,100057
Louisiana,2019,4595111,Nevada,67640
Maine,2019,1331656,Nevada,36129
Maryland,2019,5979602,Nevada,141766
Massachusetts,2019,6828110,Nevada,144079
Michigan,2019,9880758,Nevada,132008
Minnesota,2019,5575235,Nevada,106920
Mississippi,2019,2943737,Nevada,61683
Missouri,2019,6069697,Nevada,152345
Montana,2019,1056994,Nevada,40862
Nebraska,2019,1910711,Nevada,46064
Nevada,2019,3048602,Nevada,132950
New Hampshire,2019,1350155,Nevada,50288
New Jersey,2019,8791672,Nevada,149260
New Mexico,2019,2073628,Nevada,55545
New York,2019,19240920,Nevada,254806
North Carolina,2019,10371906,Nevada,315215
North Dakota,2019,750501,Nevada,36668
Ohio,2019,11556037,Nevada,205542
Oklahoma,2019,3907258,Nevada,101844
Oregon,2019,4178578,Nevada,129921
Pennsylvania,2019,12670245,Nevada,267465
Rhode Island,2019,1050602,Nevada,34984
South Carolina,2019,5092727,Nevada,176008
South Dakota,2019,872708,Nevada,26934
Tennessee,2019,6754461,Nevada,196765
Texas,2019,28642658,Nevada,559661
Utah,2019,3162102,Nevada,95608
Vermont,2019,617560,Nevada,21212
Virginia,2019,8439982,Nevada,264855
Washington,2019,7527366,Nevada,231956
West Virginia,2019,1773280,Nevada,39548
Wisconsin,2019,5760481,Nevada,107973
Wyoming,2019,572884,Nevada,30247
Puerto Rico,2019,3175835,Nevada,31144
Alabama,2010,4729509,New Hampshire,108723
Alaska,2010,702974,New Hampshire,36326
Arizona,2010,6332786,New Hampshire,222725
Arkansas,2010,2888304,New Hampshire,79127
California,2010,36907897,New Hampshire,444749
Colorado,2010,4988190,New Hampshire,186366
Connecticut,2010,3541146,New Hampshire,77333
Delaware,2010,889812,New Hampshire,30759
District of Columbia ,2010,596747,New Hampshire,51244
Florida,2010,18647600,New Hampshire,482889
Georgia,2010,9587237,New Hampshire,249459
Hawaii,2010,1346274,New Hampshire,53581
Idaho,2010,1550967,New Hampshire,55638
Illinois,2010,12680126,New Hampshire,203959
Indiana,2010,6414862,New Hampshire,127353
Iowa,2010,3013053,New Hampshire,72557
Kansas,2010,2820894,New Hampshire,95059
Kentucky,2010,4296639,New Hampshire,118443
Louisiana,2010,4483529,New Hampshire,97889
Maine,2010,1313902,New Hampshire,27758
Maryland,2010,5716785,New Hampshire,164484
Massachusetts,2010,6489250,New Hampshire,140162
Michigan,2010,9762127,New Hampshire,116149
Minnesota,2010,5244256,New Hampshire,89872
Mississippi,2010,2931228,New Hampshire,72321
Missouri,2010,5920858,New Hampshire,145226
Montana,2010,978507,New Hampshire,35630
Nebraska,2010,1802697,New Hampshire,51290
Nevada,2010,2667364,New Hampshire,102677
New Hampshire,2010,1303865,New Hampshire,39367
New Jersey,2010,8709933,New Hampshire,127369
New Mexico,2010,2039549,New Hampshire,73605
New York,2010,19171916,New Hampshire,269427
North Carolina,2010,9443000,New Hampshire,263256
North Dakota,2010,665654,New Hampshire,30100
Ohio,2010,11405101,New Hampshire,172633
Oklahoma,2010,3716264,New Hampshire,106511
Oregon,2010,3794008,New Hampshire,116700
Pennsylvania,2010,12577555,New Hampshire,235580
Rhode Island,2010,1042240,New Hampshire,32059
South Carolina,2010,4577399,New Hampshire,152441
South Dakota,2010,805616,New Hampshire,25777
Tennessee,2010,6282706,New Hampshire,159778
Texas,2010,24899075,New Hampshire,486558
Utah,2010,2724064,New Hampshire,77780
Vermont,2010,619363,New Hampshire,22529
Virginia,2010,7930773,New Hampshire,259507
Washington,2010,6661321,New Hampshire,191784
West Virginia,2010,1833535,New Hampshire,39609
Wisconsin,2010,5623196,New Hampshire,93065
Wyoming,2010,556954,New Hampshire,28046
Puerto Rico,2010,3676493,New Hampshire,31732
Alabama,2011,4745278,New Hampshire,117726
Alaska,2011,711962,New Hampshire,35084
Arizona,2011,6402301,New Hampshire,222877
Arkansas,2011,2906632,New Hampshire,69845
California,2011,37222678,New Hampshire,468428
Colorado,2011,5048443,New Hampshire,202124
Connecticut,2011,3548667,New Hampshire,71502
Delaware,2011,897187,New Hampshire,33912
District of Columbia ,2011,611608,New Hampshire,48066
Florida,2011,18863948,New Hampshire,498597
Georgia,2011,9699859,New Hampshire,271077
Hawaii,2011,1357806,New Hampshire,57542
Idaho,2011,1559637,New Hampshire,60336
Illinois,2011,12718402,New Hampshire,216204
Indiana,2011,6437155,New Hampshire,127874
Iowa,2011,3027718,New Hampshire,70405
Kansas,2011,2833584,New Hampshire,83640
Kentucky,2011,4316297,New Hampshire,110031
Louisiana,2011,4518629,New Hampshire,99138
Maine,2011,1315833,New Hampshire,33818
Maryland,2011,5759087,New Hampshire,153979
Massachusetts,2011,6515057,New Hampshire,139830
Michigan,2011,9766574,New Hampshire,139158
Minnesota,2011,5277329,New Hampshire,101029
Mississippi,2011,2943021,New Hampshire,68511
Missouri,2011,5937896,New Hampshire,149439
Montana,2011,987076,New Hampshire,33553
Nebraska,2011,1817126,New Hampshire,52070
Nevada,2011,2688336,New Hampshire,110345
New Hampshire,2011,1305678,New Hampshire,37000
New Jersey,2011,8719952,New Hampshire,140194
New Mexico,2011,2055293,New Hampshire,62130
New York,2011,19248685,New Hampshire,282209
North Carolina,2011,9539412,New Hampshire,265291
North Dakota,2011,675161,New Hampshire,32510
Ohio,2011,11418944,New Hampshire,191778
Oklahoma,2011,3742698,New Hampshire,108878
Oregon,2011,3828714,New Hampshire,127906
Pennsylvania,2011,12610486,New Hampshire,234291
Rhode Island,2011,1040022,New Hampshire,26769
South Carolina,2011,4624180,New Hampshire,157644
South Dakota,2011,814175,New Hampshire,27506
Tennessee,2011,6333466,New Hampshire,170969
Texas,2011,25327104,New Hampshire,514726
Utah,2011,2769627,New Hampshire,85217
Vermont,2011,621354,New Hampshire,20463
Virginia,2011,7996552,New Hampshire,257130
Washington,2011,6748474,New Hampshire,208507
West Virginia,2011,1836614,New Hampshire,50068
Wisconsin,2011,5647213,New Hampshire,109439
Wyoming,2011,561389,New Hampshire,30651
Puerto Rico,2011,3669195,New Hampshire,22649
Alabama,2012,4764428,New Hampshire,104600
Alaska,2012,721186,New Hampshire,33415
Arizona,2012,6468907,New Hampshire,232457
Arkansas,2012,2912680,New Hampshire,76948
California,2012,37572738,New Hampshire,493641
Colorado,2012,5123944,New Hampshire,205060
Connecticut,2012,3555319,New Hampshire,80311
Delaware,2012,906576,New Hampshire,34757
District of Columbia ,2012,624847,New Hampshire,53830
Florida,2012,19114620,New Hampshire,537148
Georgia,2012,9796547,New Hampshire,277466
Hawaii,2012,1374852,New Hampshire,55145
Idaho,2012,1573036,New Hampshire,59283
Illinois,2012,12725119,New Hampshire,208755
Indiana,2012,6457067,New Hampshire,134137
Iowa,2012,3035469,New Hampshire,75760
Kansas,2012,2848708,New Hampshire,88284
Kentucky,2012,4328626,New Hampshire,112787
Louisiana,2012,4545914,New Hampshire,91215
Maine,2012,1315586,New Hampshire,27523
Maryland,2012,5816472,New Hampshire,154983
Massachusetts,2012,6580641,New Hampshire,142577
Michigan,2012,9778980,New Hampshire,133981
Minnesota,2012,5315228,New Hampshire,101042
Mississippi,2012,2947696,New Hampshire,73500
Missouri,2012,5951913,New Hampshire,162930
Montana,2012,995544,New Hampshire,37690
Nebraska,2012,1829420,New Hampshire,43266
Nevada,2012,2725280,New Hampshire,124285
New Hampshire,2012,1309203,New Hampshire,50484
New Jersey,2012,8772744,New Hampshire,130223
New Mexico,2012,2060595,New Hampshire,54693
New York,2012,19352153,New Hampshire,270053
North Carolina,2012,9640490,New Hampshire,273149
North Dakota,2012,689838,New Hampshire,38213
Ohio,2012,11414635,New Hampshire,196391
Oklahoma,2012,3762311,New Hampshire,108972
Oregon,2012,3857465,New Hampshire,118925
