current_state,year,population,from,number_of_people,from_different_state_Total
Massachusetts,2015,6725678,North Dakota,96,132642
Massachusetts,2015,6725678,Ohio,1377,132642
Massachusetts,2015,6725678,Oklahoma,500,132642
Massachusetts,2015,6725678,Oregon,967,132642
Massachusetts,2015,6725678,Pennsylvania,7538,132642
Massachusetts,2015,6725678,Rhode Island,7407,132642
Massachusetts,2015,6725678,South Carolina,1115,132642
Massachusetts,2015,6725678,South Dakota,0,132642
Massachusetts,2015,6725678,Tennessee,316,132642
Massachusetts,2015,6725678,Texas,4398,132642
Massachusetts,2015,6725678,Utah,405,132642
Massachusetts,2015,6725678,Vermont,3046,132642
Massachusetts,2015,6725678,Virginia,3444,132642
Massachusetts,2015,6725678,Washington,1828,132642
Massachusetts,2015,6725678,West Virginia,286,132642
Massachusetts,2015,6725678,Wisconsin,827,132642
Massachusetts,2015,6725678,Wyoming,0,132642
Massachusetts,2015,6725678,abroad_PuertoRico,4520,132642
Massachusetts,2015,6725678,abroad_USIslandArea,1104,132642
Massachusetts,2015,6725678,abroad_ForeignCountry,59117,132642
Michigan,2015,9811416,Alabama,1387,142639
Michigan,2015,9811416,Alaska,1701,142639
Michigan,2015,9811416,Arizona,4007,142639
Michigan,2015,9811416,Arkansas,992,142639
Michigan,2015,9811416,California,10202,142639
Michigan,2015,9811416,Colorado,1993,142639
Michigan,2015,9811416,Connecticut,764,142639
Michigan,2015,9811416,Delaware,114,142639
Michigan,2015,9811416,District of Columbia ,445,142639
Michigan,2015,9811416,Florida,11547,142639
Michigan,2015,9811416,Georgia,3687,142639
Michigan,2015,9811416,Hawaii,847,142639
Michigan,2015,9811416,Idaho,725,142639
Michigan,2015,9811416,Illinois,13252,142639
Michigan,2015,9811416,Indiana,9300,142639
Michigan,2015,9811416,Iowa,594,142639
Michigan,2015,9811416,Kansas,2267,142639
Michigan,2015,9811416,Kentucky,2111,142639
Michigan,2015,9811416,Louisiana,1291,142639
Michigan,2015,9811416,Maine,590,142639
Michigan,2015,9811416,Maryland,1214,142639
Michigan,2015,9811416,Massachusetts,3158,142639
Michigan,2015,9811416,Michigan,0,142639
Michigan,2015,9811416,Minnesota,3209,142639
Michigan,2015,9811416,Mississippi,633,142639
Michigan,2015,9811416,Missouri,3104,142639
Michigan,2015,9811416,Montana,683,142639
Michigan,2015,9811416,Nebraska,395,142639
Michigan,2015,9811416,Nevada,2044,142639
Michigan,2015,9811416,New Hampshire,397,142639
Michigan,2015,9811416,New Jersey,1359,142639
Michigan,2015,9811416,New Mexico,868,142639
Michigan,2015,9811416,New York,4343,142639
Michigan,2015,9811416,North Carolina,3285,142639
Michigan,2015,9811416,North Dakota,879,142639
Michigan,2015,9811416,Ohio,14593,142639
Michigan,2015,9811416,Oklahoma,753,142639
Michigan,2015,9811416,Oregon,892,142639
Michigan,2015,9811416,Pennsylvania,5737,142639
Michigan,2015,9811416,Rhode Island,271,142639
Michigan,2015,9811416,South Carolina,1427,142639
Michigan,2015,9811416,South Dakota,558,142639
Michigan,2015,9811416,Tennessee,4846,142639
Michigan,2015,9811416,Texas,8466,142639
Michigan,2015,9811416,Utah,555,142639
Michigan,2015,9811416,Vermont,189,142639
Michigan,2015,9811416,Virginia,2836,142639
Michigan,2015,9811416,Washington,1951,142639
Michigan,2015,9811416,West Virginia,885,142639
Michigan,2015,9811416,Wisconsin,5136,142639
Michigan,2015,9811416,Wyoming,157,142639
Michigan,2015,9811416,abroad_PuertoRico,643,142639
Michigan,2015,9811416,abroad_USIslandArea,0,142639
Michigan,2015,9811416,abroad_ForeignCountry,44174,142639
Minnesota,2015,5419822,Alabama,105,108476
Minnesota,2015,5419822,Alaska,363,108476
Minnesota,2015,5419822,Arizona,3978,108476
Minnesota,2015,5419822,Arkansas,405,108476
Minnesota,2015,5419822,California,6739,108476
Minnesota,2015,5419822,Colorado,2709,108476
Minnesota,2015,5419822,Connecticut,578,108476
Minnesota,2015,5419822,Delaware,34,108476
Minnesota,2015,5419822,District of Columbia ,282,108476
Minnesota,2015,5419822,Florida,3502,108476
Minnesota,2015,5419822,Georgia,1344,108476
Minnesota,2015,5419822,Hawaii,270,108476
Minnesota,2015,5419822,Idaho,486,108476
Minnesota,2015,5419822,Illinois,6974,108476
Minnesota,2015,5419822,Indiana,965,108476
Minnesota,2015,5419822,Iowa,6996,108476
Minnesota,2015,5419822,Kansas,1272,108476
Minnesota,2015,5419822,Kentucky,608,108476
Minnesota,2015,5419822,Louisiana,382,108476
Minnesota,2015,5419822,Maine,77,108476
Minnesota,2015,5419822,Maryland,1270,108476
Minnesota,2015,5419822,Massachusetts,1369,108476
Minnesota,2015,5419822,Michigan,2742,108476
Minnesota,2015,5419822,Minnesota,0,108476
Minnesota,2015,5419822,Mississippi,220,108476
Minnesota,2015,5419822,Missouri,1812,108476
Minnesota,2015,5419822,Montana,760,108476
Minnesota,2015,5419822,Nebraska,2073,108476
Minnesota,2015,5419822,Nevada,427,108476
Minnesota,2015,5419822,New Hampshire,455,108476
Minnesota,2015,5419822,New Jersey,419,108476
Minnesota,2015,5419822,New Mexico,712,108476
Minnesota,2015,5419822,New York,3529,108476
Minnesota,2015,5419822,North Carolina,2622,108476
Minnesota,2015,5419822,North Dakota,7636,108476
Minnesota,2015,5419822,Ohio,2525,108476
Minnesota,2015,5419822,Oklahoma,661,108476
Minnesota,2015,5419822,Oregon,864,108476
Minnesota,2015,5419822,Pennsylvania,662,108476
Minnesota,2015,5419822,Rhode Island,144,108476
Minnesota,2015,5419822,South Carolina,330,108476
Minnesota,2015,5419822,South Dakota,5362,108476
Minnesota,2015,5419822,Tennessee,1773,108476
Minnesota,2015,5419822,Texas,4814,108476
Minnesota,2015,5419822,Utah,1100,108476
Minnesota,2015,5419822,Vermont,12,108476
Minnesota,2015,5419822,Virginia,4014,108476
Minnesota,2015,5419822,Washington,2404,108476
Minnesota,2015,5419822,West Virginia,34,108476
Minnesota,2015,5419822,Wisconsin,18934,108476
Minnesota,2015,5419822,Wyoming,728,108476
Minnesota,2015,5419822,abroad_PuertoRico,706,108476
Minnesota,2015,5419822,abroad_USIslandArea,186,108476
Minnesota,2015,5419822,abroad_ForeignCountry,30746,108476
Mississippi,2015,2959289,Alabama,6827,69351
Mississippi,2015,2959289,Alaska,474,69351
Mississippi,2015,2959289,Arizona,337,69351
Mississippi,2015,2959289,Arkansas,1497,69351
Mississippi,2015,2959289,California,3566,69351
Mississippi,2015,2959289,Colorado,522,69351
Mississippi,2015,2959289,Connecticut,0,69351
Mississippi,2015,2959289,Delaware,0,69351
Mississippi,2015,2959289,District of Columbia ,0,69351
Mississippi,2015,2959289,Florida,6113,69351
Mississippi,2015,2959289,Georgia,3111,69351
Mississippi,2015,2959289,Hawaii,235,69351
Mississippi,2015,2959289,Idaho,262,69351
Mississippi,2015,2959289,Illinois,1371,69351
Mississippi,2015,2959289,Indiana,757,69351
Mississippi,2015,2959289,Iowa,328,69351
Mississippi,2015,2959289,Kansas,162,69351
Mississippi,2015,2959289,Kentucky,1002,69351
Mississippi,2015,2959289,Louisiana,8678,69351
Mississippi,2015,2959289,Maine,0,69351
Mississippi,2015,2959289,Maryland,681,69351
Mississippi,2015,2959289,Massachusetts,906,69351
Mississippi,2015,2959289,Michigan,957,69351
Mississippi,2015,2959289,Minnesota,10,69351
Mississippi,2015,2959289,Mississippi,0,69351
Mississippi,2015,2959289,Missouri,702,69351
Mississippi,2015,2959289,Montana,248,69351
Mississippi,2015,2959289,Nebraska,18,69351
Mississippi,2015,2959289,Nevada,732,69351
Mississippi,2015,2959289,New Hampshire,0,69351
Mississippi,2015,2959289,New Jersey,1604,69351
Mississippi,2015,2959289,New Mexico,106,69351
Mississippi,2015,2959289,New York,271,69351
Mississippi,2015,2959289,North Carolina,1088,69351
Mississippi,2015,2959289,North Dakota,0,69351
Mississippi,2015,2959289,Ohio,1109,69351
Mississippi,2015,2959289,Oklahoma,1190,69351
Mississippi,2015,2959289,Oregon,97,69351
Mississippi,2015,2959289,Pennsylvania,360,69351
Mississippi,2015,2959289,Rhode Island,0,69351
Mississippi,2015,2959289,South Carolina,731,69351
Mississippi,2015,2959289,South Dakota,0,69351
Mississippi,2015,2959289,Tennessee,9494,69351
Mississippi,2015,2959289,Texas,8842,69351
Mississippi,2015,2959289,Utah,70,69351
Mississippi,2015,2959289,Vermont,0,69351
Mississippi,2015,2959289,Virginia,1794,69351
Mississippi,2015,2959289,Washington,1589,69351
Mississippi,2015,2959289,West Virginia,725,69351
Mississippi,2015,2959289,Wisconsin,754,69351
Mississippi,2015,2959289,Wyoming,31,69351
Mississippi,2015,2959289,abroad_PuertoRico,104,69351
Mississippi,2015,2959289,abroad_USIslandArea,0,69351
Mississippi,2015,2959289,abroad_ForeignCountry,7320,69351
Missouri,2015,6015580,Alabama,1449,159152
Missouri,2015,6015580,Alaska,920,159152
Missouri,2015,6015580,Arizona,3305,159152
Missouri,2015,6015580,Arkansas,7887,159152
Missouri,2015,6015580,California,9646,159152
Missouri,2015,6015580,Colorado,4791,159152
Missouri,2015,6015580,Connecticut,268,159152
Missouri,2015,6015580,Delaware,254,159152
Missouri,2015,6015580,District of Columbia ,405,159152
Missouri,2015,6015580,Florida,7190,159152
Missouri,2015,6015580,Georgia,2055,159152
Missouri,2015,6015580,Hawaii,1357,159152
Missouri,2015,6015580,Idaho,915,159152
Missouri,2015,6015580,Illinois,23915,159152
Missouri,2015,6015580,Indiana,3563,159152
Missouri,2015,6015580,Iowa,6004,159152
Missouri,2015,6015580,Kansas,20834,159152
Missouri,2015,6015580,Kentucky,1724,159152
Missouri,2015,6015580,Louisiana,690,159152
Missouri,2015,6015580,Maine,275,159152
Missouri,2015,6015580,Maryland,918,159152
Missouri,2015,6015580,Massachusetts,1719,159152
Missouri,2015,6015580,Michigan,1647,159152
Missouri,2015,6015580,Minnesota,2813,159152
Missouri,2015,6015580,Mississippi,1930,159152
Missouri,2015,6015580,Missouri,0,159152
Missouri,2015,6015580,Montana,99,159152
Missouri,2015,6015580,Nebraska,3820,159152
Missouri,2015,6015580,Nevada,1600,159152
Missouri,2015,6015580,New Hampshire,137,159152
Missouri,2015,6015580,New Jersey,1291,159152
Missouri,2015,6015580,New Mexico,685,159152
Missouri,2015,6015580,New York,3176,159152
Missouri,2015,6015580,North Carolina,4526,159152
Missouri,2015,6015580,North Dakota,392,159152
Missouri,2015,6015580,Ohio,4660,159152
Missouri,2015,6015580,Oklahoma,4893,159152
Missouri,2015,6015580,Oregon,2044,159152
Missouri,2015,6015580,Pennsylvania,1901,159152
Missouri,2015,6015580,Rhode Island,200,159152
Missouri,2015,6015580,South Carolina,1360,159152
Missouri,2015,6015580,South Dakota,858,159152
Missouri,2015,6015580,Tennessee,2940,159152
Missouri,2015,6015580,Texas,9634,159152
Missouri,2015,6015580,Utah,955,159152
Missouri,2015,6015580,Vermont,0,159152
Missouri,2015,6015580,Virginia,1867,159152
Missouri,2015,6015580,Washington,2611,159152
Missouri,2015,6015580,West Virginia,498,159152
Missouri,2015,6015580,Wisconsin,1932,159152
Missouri,2015,6015580,Wyoming,599,159152
Missouri,2015,6015580,abroad_PuertoRico,1323,159152
Missouri,2015,6015580,abroad_USIslandArea,307,159152
Missouri,2015,6015580,abroad_ForeignCountry,21076,159152
Montana,2015,1019646,Alabama,0,42760
Montana,2015,1019646,Alaska,657,42760
Montana,2015,1019646,Arizona,1187,42760
Montana,2015,1019646,Arkansas,320,42760
Montana,2015,1019646,California,4339,42760
Montana,2015,1019646,Colorado,3268,42760
Montana,2015,1019646,Connecticut,0,42760
Montana,2015,1019646,Delaware,0,42760
Montana,2015,1019646,District of Columbia ,0,42760
Montana,2015,1019646,Florida,955,42760
Montana,2015,1019646,Georgia,568,42760
Montana,2015,1019646,Hawaii,99,42760
Montana,2015,1019646,Idaho,5182,42760
Montana,2015,1019646,Illinois,1012,42760
Montana,2015,1019646,Indiana,1564,42760
Montana,2015,1019646,Iowa,606,42760
Montana,2015,1019646,Kansas,301,42760
Montana,2015,1019646,Kentucky,102,42760
Montana,2015,1019646,Louisiana,0,42760
Montana,2015,1019646,Maine,201,42760
Montana,2015,1019646,Maryland,153,42760
Montana,2015,1019646,Massachusetts,39,42760
Montana,2015,1019646,Michigan,791,42760
Montana,2015,1019646,Minnesota,633,42760
Montana,2015,1019646,Mississippi,61,42760
Montana,2015,1019646,Missouri,1452,42760
Montana,2015,1019646,Montana,0,42760
Montana,2015,1019646,Nebraska,168,42760
Montana,2015,1019646,Nevada,1151,42760
Montana,2015,1019646,New Hampshire,283,42760
Montana,2015,1019646,New Jersey,133,42760
Montana,2015,1019646,New Mexico,21,42760
Montana,2015,1019646,New York,139,42760
Montana,2015,1019646,North Carolina,1358,42760
Montana,2015,1019646,North Dakota,1801,42760
Montana,2015,1019646,Ohio,294,42760
Montana,2015,1019646,Oklahoma,105,42760
Montana,2015,1019646,Oregon,408,42760
Montana,2015,1019646,Pennsylvania,143,42760
Montana,2015,1019646,Rhode Island,51,42760
Montana,2015,1019646,South Carolina,71,42760
Montana,2015,1019646,South Dakota,308,42760
Montana,2015,1019646,Tennessee,179,42760
Montana,2015,1019646,Texas,3235,42760
Montana,2015,1019646,Utah,1807,42760
Montana,2015,1019646,Vermont,15,42760
Montana,2015,1019646,Virginia,331,42760
Montana,2015,1019646,Washington,4959,42760
Montana,2015,1019646,West Virginia,50,42760
Montana,2015,1019646,Wisconsin,251,42760
Montana,2015,1019646,Wyoming,2009,42760
Montana,2015,1019646,abroad_PuertoRico,0,42760
Montana,2015,1019646,abroad_USIslandArea,41,42760
Montana,2015,1019646,abroad_ForeignCountry,2784,42760
Nebraska,2015,1869217,Alabama,32,52950
Nebraska,2015,1869217,Alaska,122,52950
Nebraska,2015,1869217,Arizona,1489,52950
Nebraska,2015,1869217,Arkansas,741,52950
Nebraska,2015,1869217,California,3317,52950
Nebraska,2015,1869217,Colorado,3571,52950
Nebraska,2015,1869217,Connecticut,300,52950
Nebraska,2015,1869217,Delaware,34,52950
Nebraska,2015,1869217,District of Columbia ,13,52950
Nebraska,2015,1869217,Florida,1805,52950
Nebraska,2015,1869217,Georgia,556,52950
Nebraska,2015,1869217,Hawaii,110,52950
Nebraska,2015,1869217,Idaho,299,52950
Nebraska,2015,1869217,Illinois,4450,52950
Nebraska,2015,1869217,Indiana,539,52950
Nebraska,2015,1869217,Iowa,6081,52950
Nebraska,2015,1869217,Kansas,3294,52950
Nebraska,2015,1869217,Kentucky,508,52950
Nebraska,2015,1869217,Louisiana,516,52950
Nebraska,2015,1869217,Maine,586,52950
Nebraska,2015,1869217,Maryland,259,52950
Nebraska,2015,1869217,Massachusetts,40,52950
Nebraska,2015,1869217,Michigan,753,52950
Nebraska,2015,1869217,Minnesota,2156,52950
Nebraska,2015,1869217,Mississippi,218,52950
Nebraska,2015,1869217,Missouri,2276,52950
Nebraska,2015,1869217,Montana,307,52950
Nebraska,2015,1869217,Nebraska,0,52950
Nebraska,2015,1869217,Nevada,393,52950
Nebraska,2015,1869217,New Hampshire,0,52950
Nebraska,2015,1869217,New Jersey,45,52950
Nebraska,2015,1869217,New Mexico,1542,52950
Nebraska,2015,1869217,New York,834,52950
Nebraska,2015,1869217,North Carolina,818,52950
Nebraska,2015,1869217,North Dakota,575,52950
Nebraska,2015,1869217,Ohio,343,52950
Nebraska,2015,1869217,Oklahoma,1139,52950
Nebraska,2015,1869217,Oregon,299,52950
Nebraska,2015,1869217,Pennsylvania,692,52950
Nebraska,2015,1869217,Rhode Island,0,52950
Nebraska,2015,1869217,South Carolina,159,52950
Nebraska,2015,1869217,South Dakota,2117,52950
Nebraska,2015,1869217,Tennessee,478,52950
Nebraska,2015,1869217,Texas,4460,52950
Nebraska,2015,1869217,Utah,801,52950
Nebraska,2015,1869217,Vermont,8,52950
Nebraska,2015,1869217,Virginia,1003,52950
Nebraska,2015,1869217,Washington,785,52950
Nebraska,2015,1869217,West Virginia,0,52950
Nebraska,2015,1869217,Wisconsin,1341,52950
Nebraska,2015,1869217,Wyoming,746,52950
Nebraska,2015,1869217,abroad_PuertoRico,389,52950
Nebraska,2015,1869217,abroad_USIslandArea,0,52950
Nebraska,2015,1869217,abroad_ForeignCountry,9069,52950
Nevada,2015,2859489,Alabama,1830,135999
Nevada,2015,2859489,Alaska,1017,135999
Nevada,2015,2859489,Arizona,5598,135999
Nevada,2015,2859489,Arkansas,50,135999
Nevada,2015,2859489,California,54765,135999
Nevada,2015,2859489,Colorado,2058,135999
Nevada,2015,2859489,Connecticut,1681,135999
Nevada,2015,2859489,Delaware,0,135999
Nevada,2015,2859489,District of Columbia ,94,135999
Nevada,2015,2859489,Florida,6001,135999
Nevada,2015,2859489,Georgia,868,135999
Nevada,2015,2859489,Hawaii,3747,135999
Nevada,2015,2859489,Idaho,2514,135999
Nevada,2015,2859489,Illinois,3552,135999
Nevada,2015,2859489,Indiana,2149,135999
Nevada,2015,2859489,Iowa,651,135999
Nevada,2015,2859489,Kansas,855,135999
Nevada,2015,2859489,Kentucky,707,135999
Nevada,2015,2859489,Louisiana,318,135999
Nevada,2015,2859489,Maine,66,135999
Nevada,2015,2859489,Maryland,816,135999
Nevada,2015,2859489,Massachusetts,792,135999
Nevada,2015,2859489,Michigan,2597,135999
Nevada,2015,2859489,Minnesota,2966,135999
Nevada,2015,2859489,Mississippi,152,135999
Nevada,2015,2859489,Missouri,778,135999
Nevada,2015,2859489,Montana,1481,135999
Nevada,2015,2859489,Nebraska,801,135999
Nevada,2015,2859489,Nevada,0,135999
Nevada,2015,2859489,New Hampshire,64,135999
Nevada,2015,2859489,New Jersey,522,135999
Nevada,2015,2859489,New Mexico,1388,135999
Nevada,2015,2859489,New York,3317,135999
Nevada,2015,2859489,North Carolina,1873,135999
Nevada,2015,2859489,North Dakota,309,135999
Nevada,2015,2859489,Ohio,1205,135999
Nevada,2015,2859489,Oklahoma,264,135999
Nevada,2015,2859489,Oregon,2575,135999
Nevada,2015,2859489,Pennsylvania,2102,135999
Nevada,2015,2859489,Rhode Island,325,135999
Nevada,2015,2859489,South Carolina,1374,135999
Nevada,2015,2859489,South Dakota,126,135999
Nevada,2015,2859489,Tennessee,123,135999
Nevada,2015,2859489,Texas,5271,135999
Nevada,2015,2859489,Utah,5845,135999
Nevada,2015,2859489,Vermont,0,135999
Nevada,2015,2859489,Virginia,1932,135999
Nevada,2015,2859489,Washington,6513,135999
Nevada,2015,2859489,West Virginia,280,135999
Nevada,2015,2859489,Wisconsin,1144,135999
Nevada,2015,2859489,Wyoming,543,135999
Nevada,2015,2859489,abroad_PuertoRico,339,135999
Nevada,2015,2859489,abroad_USIslandArea,219,135999
Nevada,2015,2859489,abroad_ForeignCountry,17259,135999
New Hampshire,2015,1318121,Alabama,125,53446
New Hampshire,2015,1318121,Alaska,0,53446
New Hampshire,2015,1318121,Arizona,669,53446
New Hampshire,2015,1318121,Arkansas,0,53446
New Hampshire,2015,1318121,California,2609,53446
New Hampshire,2015,1318121,Colorado,941,53446
New Hampshire,2015,1318121,Connecticut,2744,53446
New Hampshire,2015,1318121,Delaware,173,53446
New Hampshire,2015,1318121,District of Columbia ,291,53446
New Hampshire,2015,1318121,Florida,3039,53446
New Hampshire,2015,1318121,Georgia,227,53446
New Hampshire,2015,1318121,Hawaii,54,53446
New Hampshire,2015,1318121,Idaho,0,53446
New Hampshire,2015,1318121,Illinois,563,53446
New Hampshire,2015,1318121,Indiana,1052,53446
New Hampshire,2015,1318121,Iowa,109,53446
New Hampshire,2015,1318121,Kansas,0,53446
New Hampshire,2015,1318121,Kentucky,361,53446
New Hampshire,2015,1318121,Louisiana,394,53446
New Hampshire,2015,1318121,Maine,4956,53446
New Hampshire,2015,1318121,Maryland,307,53446
New Hampshire,2015,1318121,Massachusetts,19187,53446
New Hampshire,2015,1318121,Michigan,636,53446
New Hampshire,2015,1318121,Minnesota,431,53446
New Hampshire,2015,1318121,Mississippi,241,53446
New Hampshire,2015,1318121,Missouri,248,53446
New Hampshire,2015,1318121,Montana,0,53446
New Hampshire,2015,1318121,Nebraska,84,53446
New Hampshire,2015,1318121,Nevada,128,53446
New Hampshire,2015,1318121,New Hampshire,0,53446
New Hampshire,2015,1318121,New Jersey,581,53446
New Hampshire,2015,1318121,New Mexico,245,53446
New Hampshire,2015,1318121,New York,3364,53446
New Hampshire,2015,1318121,North Carolina,670,53446
New Hampshire,2015,1318121,North Dakota,0,53446
New Hampshire,2015,1318121,Ohio,565,53446
New Hampshire,2015,1318121,Oklahoma,0,53446
New Hampshire,2015,1318121,Oregon,351,53446
New Hampshire,2015,1318121,Pennsylvania,1259,53446
New Hampshire,2015,1318121,Rhode Island,931,53446
New Hampshire,2015,1318121,South Carolina,0,53446
New Hampshire,2015,1318121,South Dakota,0,53446
New Hampshire,2015,1318121,Tennessee,0,53446
New Hampshire,2015,1318121,Texas,1407,53446
New Hampshire,2015,1318121,Utah,0,53446
New Hampshire,2015,1318121,Vermont,3233,53446
New Hampshire,2015,1318121,Virginia,1039,53446
New Hampshire,2015,1318121,Washington,0,53446
New Hampshire,2015,1318121,West Virginia,28,53446
New Hampshire,2015,1318121,Wisconsin,204,53446
New Hampshire,2015,1318121,Wyoming,0,53446
New Hampshire,2015,1318121,abroad_PuertoRico,613,53446
New Hampshire,2015,1318121,abroad_USIslandArea,46,53446
New Hampshire,2015,1318121,abroad_ForeignCountry,7092,53446
New Jersey,2015,8854363,Alabama,250,144074
New Jersey,2015,8854363,Alaska,839,144074
New Jersey,2015,8854363,Arizona,1521,144074
New Jersey,2015,8854363,Arkansas,243,144074
New Jersey,2015,8854363,California,5447,144074
New Jersey,2015,8854363,Colorado,768,144074
New Jersey,2015,8854363,Connecticut,2781,144074
New Jersey,2015,8854363,Delaware,1142,144074
New Jersey,2015,8854363,District of Columbia ,845,144074
New Jersey,2015,8854363,Florida,9284,144074
New Jersey,2015,8854363,Georgia,3630,144074
New Jersey,2015,8854363,Hawaii,597,144074
New Jersey,2015,8854363,Idaho,0,144074
New Jersey,2015,8854363,Illinois,2438,144074
New Jersey,2015,8854363,Indiana,1693,144074
New Jersey,2015,8854363,Iowa,77,144074
New Jersey,2015,8854363,Kansas,275,144074
New Jersey,2015,8854363,Kentucky,205,144074
New Jersey,2015,8854363,Louisiana,1933,144074
New Jersey,2015,8854363,Maine,306,144074
New Jersey,2015,8854363,Maryland,3215,144074
New Jersey,2015,8854363,Massachusetts,4901,144074
New Jersey,2015,8854363,Michigan,1616,144074
New Jersey,2015,8854363,Minnesota,715,144074
New Jersey,2015,8854363,Mississippi,273,144074
New Jersey,2015,8854363,Missouri,607,144074
New Jersey,2015,8854363,Montana,0,144074
New Jersey,2015,8854363,Nebraska,214,144074
New Jersey,2015,8854363,Nevada,716,144074
New Jersey,2015,8854363,New Hampshire,517,144074
New Jersey,2015,8854363,New Jersey,0,144074
New Jersey,2015,8854363,New Mexico,935,144074
New Jersey,2015,8854363,New York,50792,144074
New Jersey,2015,8854363,North Carolina,4947,144074
New Jersey,2015,8854363,North Dakota,48,144074
New Jersey,2015,8854363,Ohio,1660,144074
New Jersey,2015,8854363,Oklahoma,235,144074
New Jersey,2015,8854363,Oregon,423,144074
New Jersey,2015,8854363,Pennsylvania,23371,144074
New Jersey,2015,8854363,Rhode Island,672,144074
New Jersey,2015,8854363,South Carolina,2805,144074
New Jersey,2015,8854363,South Dakota,72,144074
New Jersey,2015,8854363,Tennessee,869,144074
New Jersey,2015,8854363,Texas,4778,144074
New Jersey,2015,8854363,Utah,36,144074
New Jersey,2015,8854363,Vermont,204,144074
New Jersey,2015,8854363,Virginia,3124,144074
New Jersey,2015,8854363,Washington,1152,144074
New Jersey,2015,8854363,West Virginia,457,144074
New Jersey,2015,8854363,Wisconsin,240,144074
New Jersey,2015,8854363,Wyoming,206,144074
New Jersey,2015,8854363,abroad_PuertoRico,2780,144074
New Jersey,2015,8854363,abroad_USIslandArea,623,144074
New Jersey,2015,8854363,abroad_ForeignCountry,62457,144074
New Mexico,2015,2060441,Alabama,356,55753
New Mexico,2015,2060441,Alaska,278,55753
New Mexico,2015,2060441,Arizona,3441,55753
New Mexico,2015,2060441,Arkansas,42,55753
New Mexico,2015,2060441,California,6721,55753
New Mexico,2015,2060441,Colorado,5395,55753
New Mexico,2015,2060441,Connecticut,161,55753
New Mexico,2015,2060441,Delaware,0,55753
New Mexico,2015,2060441,District of Columbia ,0,55753
New Mexico,2015,2060441,Florida,2150,55753
New Mexico,2015,2060441,Georgia,1120,55753
New Mexico,2015,2060441,Hawaii,638,55753
New Mexico,2015,2060441,Idaho,611,55753
New Mexico,2015,2060441,Illinois,1267,55753
New Mexico,2015,2060441,Indiana,428,55753
New Mexico,2015,2060441,Iowa,181,55753
New Mexico,2015,2060441,Kansas,303,55753
New Mexico,2015,2060441,Kentucky,329,55753
New Mexico,2015,2060441,Louisiana,218,55753
New Mexico,2015,2060441,Maine,663,55753
New Mexico,2015,2060441,Maryland,539,55753
New Mexico,2015,2060441,Massachusetts,483,55753
New Mexico,2015,2060441,Michigan,1159,55753
New Mexico,2015,2060441,Minnesota,318,55753
New Mexico,2015,2060441,Mississippi,1327,55753
New Mexico,2015,2060441,Missouri,343,55753
New Mexico,2015,2060441,Montana,278,55753
New Mexico,2015,2060441,Nebraska,0,55753
New Mexico,2015,2060441,Nevada,688,55753
New Mexico,2015,2060441,New Hampshire,112,55753
New Mexico,2015,2060441,New Jersey,747,55753
New Mexico,2015,2060441,New Mexico,0,55753
New Mexico,2015,2060441,New York,1632,55753
New Mexico,2015,2060441,North Carolina,540,55753
New Mexico,2015,2060441,North Dakota,0,55753
New Mexico,2015,2060441,Ohio,1322,55753
New Mexico,2015,2060441,Oklahoma,1311,55753
New Mexico,2015,2060441,Oregon,175,55753
New Mexico,2015,2060441,Pennsylvania,473,55753
New Mexico,2015,2060441,Rhode Island,87,55753
New Mexico,2015,2060441,South Carolina,1098,55753
New Mexico,2015,2060441,South Dakota,0,55753
New Mexico,2015,2060441,Tennessee,660,55753
New Mexico,2015,2060441,Texas,12101,55753
New Mexico,2015,2060441,Utah,1452,55753
New Mexico,2015,2060441,Vermont,128,55753
New Mexico,2015,2060441,Virginia,2350,55753
New Mexico,2015,2060441,Washington,1435,55753
New Mexico,2015,2060441,West Virginia,129,55753
New Mexico,2015,2060441,Wisconsin,120,55753
New Mexico,2015,2060441,Wyoming,444,55753
New Mexico,2015,2060441,abroad_PuertoRico,107,55753
New Mexico,2015,2060441,abroad_USIslandArea,0,55753
New Mexico,2015,2060441,abroad_ForeignCountry,8774,55753
New York,2015,19570171,Alabama,850,257611
New York,2015,19570171,Alaska,1020,257611
New York,2015,19570171,Arizona,5993,257611
New York,2015,19570171,Arkansas,1054,257611
New York,2015,19570171,California,25510,257611
New York,2015,19570171,Colorado,3101,257611
New York,2015,19570171,Connecticut,11684,257611
New York,2015,19570171,Delaware,1231,257611
New York,2015,19570171,District of Columbia ,5619,257611
New York,2015,19570171,Florida,26192,257611
New York,2015,19570171,Georgia,6462,257611
New York,2015,19570171,Hawaii,482,257611
New York,2015,19570171,Idaho,0,257611
New York,2015,19570171,Illinois,6499,257611
New York,2015,19570171,Indiana,2426,257611
New York,2015,19570171,Iowa,589,257611
New York,2015,19570171,Kansas,1061,257611
New York,2015,19570171,Kentucky,1115,257611
New York,2015,19570171,Louisiana,1790,257611
New York,2015,19570171,Maine,1138,257611
New York,2015,19570171,Maryland,7167,257611
New York,2015,19570171,Massachusetts,16726,257611
New York,2015,19570171,Michigan,4390,257611
New York,2015,19570171,Minnesota,1876,257611
New York,2015,19570171,Mississippi,1083,257611
New York,2015,19570171,Missouri,2441,257611
New York,2015,19570171,Montana,292,257611
New York,2015,19570171,Nebraska,144,257611
New York,2015,19570171,Nevada,1116,257611
