current_state,year,population,from,number_of_people,from_different_state_Total
New York,2015,19570171,New Hampshire,1668,257611
New York,2015,19570171,New Jersey,34588,257611
New York,2015,19570171,New Mexico,969,257611
New York,2015,19570171,New York,0,257611
New York,2015,19570171,North Carolina,8543,257611
New York,2015,19570171,North Dakota,260,257611
New York,2015,19570171,Ohio,3256,257611
New York,2015,19570171,Oklahoma,1472,257611
New York,2015,19570171,Oregon,1624,257611
New York,2015,19570171,Pennsylvania,25385,257611
New York,2015,19570171,Rhode Island,944,257611
New York,2015,19570171,South Carolina,4912,257611
New York,2015,19570171,South Dakota,267,257611
New York,2015,19570171,Tennessee,2562,257611
New York,2015,19570171,Texas,12082,257611
New York,2015,19570171,Utah,1451,257611
New York,2015,19570171,Vermont,3118,257611
New York,2015,19570171,Virginia,8333,257611
New York,2015,19570171,Washington,3942,257611
New York,2015,19570171,West Virginia,1083,257611
New York,2015,19570171,Wisconsin,1781,257611
New York,2015,19570171,Wyoming,320,257611
New York,2015,19570171,abroad_PuertoRico,5522,257611
New York,2015,19570171,abroad_USIslandArea,301,257611
New York,2015,19570171,abroad_ForeignCountry,146817,257611
North Carolina,2015,9927547,Alabama,3733,310612
North Carolina,2015,9927547,Alaska,578,310612
North Carolina,2015,9927547,Arizona,5963,310612
North Carolina,2015,9927547,Arkansas,707,310612
North Carolina,2015,9927547,California,16985,310612
North Carolina,2015,9927547,Colorado,3634,310612
North Carolina,2015,9927547,Connecticut,6709,310612
North Carolina,2015,9927547,Delaware,1676,310612
North Carolina,2015,9927547,District of Columbia ,3401,310612
North Carolina,2015,9927547,Florida,27771,310612
North Carolina,2015,9927547,Georgia,17676,310612
North Carolina,2015,9927547,Hawaii,2910,310612
North Carolina,2015,9927547,Idaho,729,310612
North Carolina,2015,9927547,Illinois,8100,310612
North Carolina,2015,9927547,Indiana,4903,310612
North Carolina,2015,9927547,Iowa,3180,310612
North Carolina,2015,9927547,Kansas,2260,310612
North Carolina,2015,9927547,Kentucky,4702,310612
North Carolina,2015,9927547,Louisiana,2632,310612
North Carolina,2015,9927547,Maine,1904,310612
North Carolina,2015,9927547,Maryland,11383,310612
North Carolina,2015,9927547,Massachusetts,5387,310612
North Carolina,2015,9927547,Michigan,6588,310612
North Carolina,2015,9927547,Minnesota,2635,310612
North Carolina,2015,9927547,Mississippi,721,310612
North Carolina,2015,9927547,Missouri,3207,310612
North Carolina,2015,9927547,Montana,576,310612
North Carolina,2015,9927547,Nebraska,1631,310612
North Carolina,2015,9927547,Nevada,1854,310612
North Carolina,2015,9927547,New Hampshire,1195,310612
North Carolina,2015,9927547,New Jersey,13233,310612
North Carolina,2015,9927547,New Mexico,1958,310612
North Carolina,2015,9927547,New York,23594,310612
North Carolina,2015,9927547,North Carolina,0,310612
North Carolina,2015,9927547,North Dakota,1176,310612
North Carolina,2015,9927547,Ohio,7405,310612
North Carolina,2015,9927547,Oklahoma,1067,310612
North Carolina,2015,9927547,Oregon,733,310612
North Carolina,2015,9927547,Pennsylvania,12979,310612
North Carolina,2015,9927547,Rhode Island,838,310612
North Carolina,2015,9927547,South Carolina,27321,310612
North Carolina,2015,9927547,South Dakota,1730,310612
North Carolina,2015,9927547,Tennessee,7575,310612
North Carolina,2015,9927547,Texas,15245,310612
North Carolina,2015,9927547,Utah,1278,310612
North Carolina,2015,9927547,Vermont,691,310612
North Carolina,2015,9927547,Virginia,31390,310612
North Carolina,2015,9927547,Washington,1883,310612
North Carolina,2015,9927547,West Virginia,3387,310612
North Carolina,2015,9927547,Wisconsin,1217,310612
North Carolina,2015,9927547,Wyoming,582,310612
North Carolina,2015,9927547,abroad_PuertoRico,1125,310612
North Carolina,2015,9927547,abroad_USIslandArea,472,310612
North Carolina,2015,9927547,abroad_ForeignCountry,44877,310612
North Dakota,2015,745291,Alabama,0,42618
North Dakota,2015,745291,Alaska,196,42618
North Dakota,2015,745291,Arizona,1008,42618
North Dakota,2015,745291,Arkansas,255,42618
North Dakota,2015,745291,California,2601,42618
North Dakota,2015,745291,Colorado,984,42618
North Dakota,2015,745291,Connecticut,261,42618
North Dakota,2015,745291,Delaware,0,42618
North Dakota,2015,745291,District of Columbia ,0,42618
North Dakota,2015,745291,Florida,367,42618
North Dakota,2015,745291,Georgia,367,42618
North Dakota,2015,745291,Hawaii,39,42618
North Dakota,2015,745291,Idaho,205,42618
North Dakota,2015,745291,Illinois,730,42618
North Dakota,2015,745291,Indiana,150,42618
North Dakota,2015,745291,Iowa,2500,42618
North Dakota,2015,745291,Kansas,84,42618
North Dakota,2015,745291,Kentucky,30,42618
North Dakota,2015,745291,Louisiana,244,42618
North Dakota,2015,745291,Maine,0,42618
North Dakota,2015,745291,Maryland,307,42618
North Dakota,2015,745291,Massachusetts,103,42618
North Dakota,2015,745291,Michigan,1722,42618
North Dakota,2015,745291,Minnesota,13712,42618
North Dakota,2015,745291,Mississippi,238,42618
North Dakota,2015,745291,Missouri,1187,42618
North Dakota,2015,745291,Montana,1214,42618
North Dakota,2015,745291,Nebraska,425,42618
North Dakota,2015,745291,Nevada,262,42618
North Dakota,2015,745291,New Hampshire,240,42618
North Dakota,2015,745291,New Jersey,0,42618
North Dakota,2015,745291,New Mexico,223,42618
North Dakota,2015,745291,New York,1055,42618
North Dakota,2015,745291,North Carolina,376,42618
North Dakota,2015,745291,North Dakota,0,42618
North Dakota,2015,745291,Ohio,928,42618
North Dakota,2015,745291,Oklahoma,459,42618
North Dakota,2015,745291,Oregon,22,42618
North Dakota,2015,745291,Pennsylvania,24,42618
North Dakota,2015,745291,Rhode Island,18,42618
North Dakota,2015,745291,South Carolina,337,42618
North Dakota,2015,745291,South Dakota,2300,42618
North Dakota,2015,745291,Tennessee,420,42618
North Dakota,2015,745291,Texas,3968,42618
North Dakota,2015,745291,Utah,168,42618
North Dakota,2015,745291,Vermont,0,42618
North Dakota,2015,745291,Virginia,121,42618
North Dakota,2015,745291,Washington,1675,42618
North Dakota,2015,745291,West Virginia,199,42618
North Dakota,2015,745291,Wisconsin,660,42618
North Dakota,2015,745291,Wyoming,234,42618
North Dakota,2015,745291,abroad_PuertoRico,0,42618
North Dakota,2015,745291,abroad_USIslandArea,0,42618
North Dakota,2015,745291,abroad_ForeignCountry,3798,42618
Ohio,2015,11482142,Alabama,2038,203475
Ohio,2015,11482142,Alaska,1330,203475
Ohio,2015,11482142,Arizona,4257,203475
Ohio,2015,11482142,Arkansas,1404,203475
Ohio,2015,11482142,California,11145,203475
Ohio,2015,11482142,Colorado,3137,203475
Ohio,2015,11482142,Connecticut,2126,203475
Ohio,2015,11482142,Delaware,221,203475
Ohio,2015,11482142,District of Columbia ,1493,203475
Ohio,2015,11482142,Florida,12911,203475
Ohio,2015,11482142,Georgia,5971,203475
Ohio,2015,11482142,Hawaii,461,203475
Ohio,2015,11482142,Idaho,0,203475
Ohio,2015,11482142,Illinois,11733,203475
Ohio,2015,11482142,Indiana,11837,203475
Ohio,2015,11482142,Iowa,1418,203475
Ohio,2015,11482142,Kansas,1182,203475
Ohio,2015,11482142,Kentucky,13849,203475
Ohio,2015,11482142,Louisiana,1273,203475
Ohio,2015,11482142,Maine,643,203475
Ohio,2015,11482142,Maryland,3591,203475
Ohio,2015,11482142,Massachusetts,3603,203475
Ohio,2015,11482142,Michigan,13867,203475
Ohio,2015,11482142,Minnesota,1772,203475
Ohio,2015,11482142,Mississippi,890,203475
Ohio,2015,11482142,Missouri,3246,203475
Ohio,2015,11482142,Montana,285,203475
Ohio,2015,11482142,Nebraska,647,203475
Ohio,2015,11482142,Nevada,1959,203475
Ohio,2015,11482142,New Hampshire,1510,203475
Ohio,2015,11482142,New Jersey,3475,203475
Ohio,2015,11482142,New Mexico,443,203475
Ohio,2015,11482142,New York,11176,203475
Ohio,2015,11482142,North Carolina,6777,203475
Ohio,2015,11482142,North Dakota,329,203475
Ohio,2015,11482142,Ohio,0,203475
Ohio,2015,11482142,Oklahoma,1058,203475
Ohio,2015,11482142,Oregon,1539,203475
Ohio,2015,11482142,Pennsylvania,15932,203475
Ohio,2015,11482142,Rhode Island,307,203475
Ohio,2015,11482142,South Carolina,2804,203475
Ohio,2015,11482142,South Dakota,80,203475
Ohio,2015,11482142,Tennessee,5162,203475
Ohio,2015,11482142,Texas,11553,203475
Ohio,2015,11482142,Utah,602,203475
Ohio,2015,11482142,Vermont,110,203475
Ohio,2015,11482142,Virginia,8655,203475
Ohio,2015,11482142,Washington,2601,203475
Ohio,2015,11482142,West Virginia,9059,203475
Ohio,2015,11482142,Wisconsin,1977,203475
Ohio,2015,11482142,Wyoming,37,203475
Ohio,2015,11482142,abroad_PuertoRico,4311,203475
Ohio,2015,11482142,abroad_USIslandArea,692,203475
Ohio,2015,11482142,abroad_ForeignCountry,44831,203475
Oklahoma,2015,3864908,Alabama,957,110878
Oklahoma,2015,3864908,Alaska,278,110878
Oklahoma,2015,3864908,Arizona,2495,110878
Oklahoma,2015,3864908,Arkansas,6881,110878
Oklahoma,2015,3864908,California,7753,110878
Oklahoma,2015,3864908,Colorado,4362,110878
Oklahoma,2015,3864908,Connecticut,66,110878
Oklahoma,2015,3864908,Delaware,666,110878
Oklahoma,2015,3864908,District of Columbia ,365,110878
Oklahoma,2015,3864908,Florida,3779,110878
Oklahoma,2015,3864908,Georgia,2757,110878
Oklahoma,2015,3864908,Hawaii,679,110878
Oklahoma,2015,3864908,Idaho,317,110878
Oklahoma,2015,3864908,Illinois,3493,110878
Oklahoma,2015,3864908,Indiana,905,110878
Oklahoma,2015,3864908,Iowa,658,110878
Oklahoma,2015,3864908,Kansas,10058,110878
Oklahoma,2015,3864908,Kentucky,660,110878
Oklahoma,2015,3864908,Louisiana,2604,110878
Oklahoma,2015,3864908,Maine,304,110878
Oklahoma,2015,3864908,Maryland,1186,110878
Oklahoma,2015,3864908,Massachusetts,1052,110878
Oklahoma,2015,3864908,Michigan,3298,110878
Oklahoma,2015,3864908,Minnesota,1015,110878
Oklahoma,2015,3864908,Mississippi,712,110878
Oklahoma,2015,3864908,Missouri,3709,110878
Oklahoma,2015,3864908,Montana,219,110878
Oklahoma,2015,3864908,Nebraska,977,110878
Oklahoma,2015,3864908,Nevada,701,110878
Oklahoma,2015,3864908,New Hampshire,119,110878
Oklahoma,2015,3864908,New Jersey,917,110878
Oklahoma,2015,3864908,New Mexico,2070,110878
Oklahoma,2015,3864908,New York,1922,110878
Oklahoma,2015,3864908,North Carolina,2083,110878
Oklahoma,2015,3864908,North Dakota,648,110878
Oklahoma,2015,3864908,Ohio,1872,110878
Oklahoma,2015,3864908,Oklahoma,0,110878
Oklahoma,2015,3864908,Oregon,275,110878
Oklahoma,2015,3864908,Pennsylvania,770,110878
Oklahoma,2015,3864908,Rhode Island,270,110878
Oklahoma,2015,3864908,South Carolina,945,110878
Oklahoma,2015,3864908,South Dakota,65,110878
Oklahoma,2015,3864908,Tennessee,1293,110878
Oklahoma,2015,3864908,Texas,28642,110878
Oklahoma,2015,3864908,Utah,1020,110878
Oklahoma,2015,3864908,Vermont,203,110878
Oklahoma,2015,3864908,Virginia,1686,110878
Oklahoma,2015,3864908,Washington,1457,110878
Oklahoma,2015,3864908,West Virginia,641,110878
Oklahoma,2015,3864908,Wisconsin,924,110878
Oklahoma,2015,3864908,Wyoming,150,110878
Oklahoma,2015,3864908,abroad_PuertoRico,303,110878
Oklahoma,2015,3864908,abroad_USIslandArea,164,110878
Oklahoma,2015,3864908,abroad_ForeignCountry,17898,110878
Oregon,2015,3985712,Alabama,654,141162
Oregon,2015,3985712,Alaska,1617,141162
Oregon,2015,3985712,Arizona,6349,141162
Oregon,2015,3985712,Arkansas,631,141162
Oregon,2015,3985712,California,40447,141162
Oregon,2015,3985712,Colorado,3011,141162
Oregon,2015,3985712,Connecticut,567,141162
Oregon,2015,3985712,Delaware,502,141162
Oregon,2015,3985712,District of Columbia ,789,141162
Oregon,2015,3985712,Florida,2795,141162
Oregon,2015,3985712,Georgia,1288,141162
Oregon,2015,3985712,Hawaii,3476,141162
Oregon,2015,3985712,Idaho,6377,141162
Oregon,2015,3985712,Illinois,1653,141162
Oregon,2015,3985712,Indiana,826,141162
Oregon,2015,3985712,Iowa,1553,141162
Oregon,2015,3985712,Kansas,582,141162
Oregon,2015,3985712,Kentucky,0,141162
Oregon,2015,3985712,Louisiana,1601,141162
Oregon,2015,3985712,Maine,234,141162
Oregon,2015,3985712,Maryland,878,141162
Oregon,2015,3985712,Massachusetts,2295,141162
Oregon,2015,3985712,Michigan,1644,141162
Oregon,2015,3985712,Minnesota,2035,141162
Oregon,2015,3985712,Mississippi,146,141162
Oregon,2015,3985712,Missouri,1668,141162
Oregon,2015,3985712,Montana,3424,141162
Oregon,2015,3985712,Nebraska,370,141162
Oregon,2015,3985712,Nevada,2855,141162
Oregon,2015,3985712,New Hampshire,1292,141162
Oregon,2015,3985712,New Jersey,164,141162
Oregon,2015,3985712,New Mexico,685,141162
Oregon,2015,3985712,New York,2028,141162
Oregon,2015,3985712,North Carolina,2106,141162
Oregon,2015,3985712,North Dakota,299,141162
Oregon,2015,3985712,Ohio,1720,141162
Oregon,2015,3985712,Oklahoma,800,141162
Oregon,2015,3985712,Oregon,0,141162
Oregon,2015,3985712,Pennsylvania,2018,141162
Oregon,2015,3985712,Rhode Island,189,141162
Oregon,2015,3985712,South Carolina,1378,141162
Oregon,2015,3985712,South Dakota,72,141162
Oregon,2015,3985712,Tennessee,1190,141162
Oregon,2015,3985712,Texas,4761,141162
Oregon,2015,3985712,Utah,1649,141162
Oregon,2015,3985712,Vermont,442,141162
Oregon,2015,3985712,Virginia,2329,141162
Oregon,2015,3985712,Washington,25055,141162
Oregon,2015,3985712,West Virginia,106,141162
Oregon,2015,3985712,Wisconsin,1591,141162
Oregon,2015,3985712,Wyoming,1021,141162
Oregon,2015,3985712,abroad_PuertoRico,58,141162
Oregon,2015,3985712,abroad_USIslandArea,1931,141162
Oregon,2015,3985712,abroad_ForeignCountry,20332,141162
Pennsylvania,2015,12662192,Alabama,1663,232683
Pennsylvania,2015,12662192,Alaska,368,232683
Pennsylvania,2015,12662192,Arizona,2921,232683
Pennsylvania,2015,12662192,Arkansas,765,232683
Pennsylvania,2015,12662192,California,10249,232683
Pennsylvania,2015,12662192,Colorado,3115,232683
Pennsylvania,2015,12662192,Connecticut,5967,232683
Pennsylvania,2015,12662192,Delaware,7615,232683
Pennsylvania,2015,12662192,District of Columbia ,1487,232683
Pennsylvania,2015,12662192,Florida,14676,232683
Pennsylvania,2015,12662192,Georgia,3600,232683
Pennsylvania,2015,12662192,Hawaii,524,232683
Pennsylvania,2015,12662192,Idaho,879,232683
Pennsylvania,2015,12662192,Illinois,4054,232683
Pennsylvania,2015,12662192,Indiana,2227,232683
Pennsylvania,2015,12662192,Iowa,506,232683
Pennsylvania,2015,12662192,Kansas,998,232683
Pennsylvania,2015,12662192,Kentucky,1855,232683
Pennsylvania,2015,12662192,Louisiana,199,232683
Pennsylvania,2015,12662192,Maine,963,232683
Pennsylvania,2015,12662192,Maryland,17424,232683
Pennsylvania,2015,12662192,Massachusetts,5285,232683
Pennsylvania,2015,12662192,Michigan,3274,232683
Pennsylvania,2015,12662192,Minnesota,1799,232683
Pennsylvania,2015,12662192,Mississippi,1560,232683
Pennsylvania,2015,12662192,Missouri,972,232683
Pennsylvania,2015,12662192,Montana,259,232683
Pennsylvania,2015,12662192,Nebraska,82,232683
Pennsylvania,2015,12662192,Nevada,1057,232683
Pennsylvania,2015,12662192,New Hampshire,1685,232683
Pennsylvania,2015,12662192,New Jersey,41578,232683
Pennsylvania,2015,12662192,New Mexico,658,232683
Pennsylvania,2015,12662192,New York,32857,232683
Pennsylvania,2015,12662192,North Carolina,7228,232683
Pennsylvania,2015,12662192,North Dakota,345,232683
Pennsylvania,2015,12662192,Ohio,13453,232683
Pennsylvania,2015,12662192,Oklahoma,776,232683
Pennsylvania,2015,12662192,Oregon,1168,232683
Pennsylvania,2015,12662192,Pennsylvania,0,232683
Pennsylvania,2015,12662192,Rhode Island,896,232683
Pennsylvania,2015,12662192,South Carolina,3263,232683
Pennsylvania,2015,12662192,South Dakota,223,232683
Pennsylvania,2015,12662192,Tennessee,1979,232683
Pennsylvania,2015,12662192,Texas,7490,232683
Pennsylvania,2015,12662192,Utah,2073,232683
Pennsylvania,2015,12662192,Vermont,785,232683
Pennsylvania,2015,12662192,Virginia,11249,232683
Pennsylvania,2015,12662192,Washington,1056,232683
Pennsylvania,2015,12662192,West Virginia,5173,232683
Pennsylvania,2015,12662192,Wisconsin,1731,232683
Pennsylvania,2015,12662192,Wyoming,674,232683
Pennsylvania,2015,12662192,abroad_PuertoRico,7933,232683
Pennsylvania,2015,12662192,abroad_USIslandArea,438,232683
Pennsylvania,2015,12662192,abroad_ForeignCountry,52813,232683
Puerto Rico,2015,3443445,Alabama,246,24762
Puerto Rico,2015,3443445,Alaska,36,24762
Puerto Rico,2015,3443445,Arizona,136,24762
Puerto Rico,2015,3443445,Arkansas,127,24762
Puerto Rico,2015,3443445,California,176,24762
Puerto Rico,2015,3443445,Colorado,60,24762
Puerto Rico,2015,3443445,Connecticut,404,24762
Puerto Rico,2015,3443445,Delaware,0,24762
Puerto Rico,2015,3443445,District of Columbia ,75,24762
Puerto Rico,2015,3443445,Florida,5515,24762
Puerto Rico,2015,3443445,Georgia,1129,24762
Puerto Rico,2015,3443445,Hawaii,0,24762
Puerto Rico,2015,3443445,Idaho,0,24762
Puerto Rico,2015,3443445,Illinois,113,24762
Puerto Rico,2015,3443445,Indiana,52,24762
Puerto Rico,2015,3443445,Iowa,151,24762
Puerto Rico,2015,3443445,Kansas,0,24762
Puerto Rico,2015,3443445,Kentucky,47,24762
Puerto Rico,2015,3443445,Louisiana,0,24762
Puerto Rico,2015,3443445,Maine,0,24762
Puerto Rico,2015,3443445,Maryland,318,24762
Puerto Rico,2015,3443445,Massachusetts,2503,24762
Puerto Rico,2015,3443445,Michigan,104,24762
Puerto Rico,2015,3443445,Minnesota,0,24762
Puerto Rico,2015,3443445,Mississippi,0,24762
Puerto Rico,2015,3443445,Missouri,0,24762
Puerto Rico,2015,3443445,Montana,0,24762
Puerto Rico,2015,3443445,Nebraska,0,24762
Puerto Rico,2015,3443445,Nevada,0,24762
Puerto Rico,2015,3443445,New Hampshire,64,24762
Puerto Rico,2015,3443445,New Jersey,1826,24762
Puerto Rico,2015,3443445,New Mexico,0,24762
Puerto Rico,2015,3443445,New York,5221,24762
Puerto Rico,2015,3443445,North Carolina,518,24762
Puerto Rico,2015,3443445,North Dakota,0,24762
Puerto Rico,2015,3443445,Ohio,782,24762
Puerto Rico,2015,3443445,Oklahoma,243,24762
Puerto Rico,2015,3443445,Oregon,0,24762
Puerto Rico,2015,3443445,Pennsylvania,1476,24762
Puerto Rico,2015,3443445,Rhode Island,492,24762
Puerto Rico,2015,3443445,South Carolina,183,24762
Puerto Rico,2015,3443445,South Dakota,0,24762
Puerto Rico,2015,3443445,Tennessee,739,24762
Puerto Rico,2015,3443445,Texas,582,24762
Puerto Rico,2015,3443445,Utah,0,24762
Puerto Rico,2015,3443445,Vermont,0,24762
Puerto Rico,2015,3443445,Virginia,1063,24762
Puerto Rico,2015,3443445,Washington,204,24762
Puerto Rico,2015,3443445,West Virginia,0,24762
Puerto Rico,2015,3443445,Wisconsin,177,24762
Puerto Rico,2015,3443445,Wyoming,0,24762
Puerto Rico,2015,3443445,abroad_PuertoRico,0,24762
Puerto Rico,2015,3443445,abroad_USIslandArea,0,24762
Puerto Rico,2015,3443445,abroad_ForeignCountry,5427,24762
Rhode Island,2015,1045062,Alabama,39,38344
Rhode Island,2015,1045062,Alaska,93,38344
Rhode Island,2015,1045062,Arizona,647,38344
Rhode Island,2015,1045062,Arkansas,0,38344
Rhode Island,2015,1045062,California,1879,38344
Rhode Island,2015,1045062,Colorado,285,38344
Rhode Island,2015,1045062,Connecticut,3861,38344
Rhode Island,2015,1045062,Delaware,0,38344
Rhode Island,2015,1045062,District of Columbia ,6,38344
Rhode Island,2015,1045062,Florida,4363,38344
Rhode Island,2015,1045062,Georgia,191,38344
Rhode Island,2015,1045062,Hawaii,18,38344
Rhode Island,2015,1045062,Idaho,244,38344
Rhode Island,2015,1045062,Illinois,265,38344
Rhode Island,2015,1045062,Indiana,53,38344
Rhode Island,2015,1045062,Iowa,0,38344
Rhode Island,2015,1045062,Kansas,169,38344
Rhode Island,2015,1045062,Kentucky,118,38344
Rhode Island,2015,1045062,Louisiana,60,38344
