year,state,median_sale_price,homes_sold
2012-12-01,Virginia,130800,17
2015-04-01,Louisiana,190800,2456
2013-06-01,Oregon,249100,4267
2018-05-01,Kansas,183800,23
2012-03-01,Tennessee,138900,84
2013-08-01,Connecticut,232800,1638
2019-08-01,Mississippi,184200,1404
2019-11-01,Nevada,322100,41
2018-06-01,Alabama,258200,219
2022-05-01,Pennsylvania,291100,11159
2013-10-01,Virginia,328500,1358
2012-09-01,California,366000,19156
2018-09-01,Nebraska,194000,117
2016-03-01,South Dakota,142400,9
2017-10-01,Michigan,166600,1435
2016-11-01,Maryland,215500,2021
2017-10-01,Columbia,550000,900
2016-04-01,Colorado,232200,881
2021-09-01,West Virginia,252600,539
2015-11-01,Pennsylvania,196000,415
2014-03-01,Maryland,185700,1415
2019-03-01,Maine,213100,1083
2018-03-01,Arkansas,158100,58
2012-12-01,Pennsylvania,168600,6985
2019-07-01,Florida,258700,38024
2014-06-01,New Jersey,262800,5252
2017-01-01,Colorado,357300,4629
2017-01-01,Mississippi,115800,16
2021-04-01,Nevada,272800,470
2017-05-01,Ohio,155600,12514
2016-01-01,Connecticut,198400,1061
2015-05-01,New Jersey,224100,667
2015-01-01,New York,107200,327
2015-10-01,Texas,214100,568
2013-11-01,Idaho,133700,29
2012-12-01,Texas,150800,165
2015-08-01,Ohio,70100,237
2019-04-01,Oregon,357600,4945
2021-06-01,Georgia,348500,89
2017-12-01,South Dakota,162900,6
2021-10-01,Arkansas,187000,75
2017-10-01,Ohio,155500,60
2016-02-01,Connecticut,157100,517
2020-01-01,Illinois,201600,1359
2019-12-01,Arkansas,181400,26
2021-05-01,Delaware,155500,46
2015-11-01,Florida,214100,16448
2014-04-01,Georgia,145800,664
2021-04-01,Arizona,381600,99
2021-11-01,Vermont,349400,740
2012-03-01,Georgia,88700,789
2015-09-01,Minnesota,211400,5691
2021-03-01,Florida,349700,33521
2019-11-01,New York,366700,249
2013-06-01,Illinois,192600,14004
2017-12-01,Hawaii,775000,3
2016-02-01,New Jersey,211800,104
2016-01-01,South Carolina,144500,150
2016-04-01,Indiana,155200,4091
2012-11-01,Colorado,242500,5193
2012-04-01,West Virginia,113000,21
2013-12-01,Washington,294900,5316
2021-06-01,Florida,384600,566
2021-07-01,Michigan,243600,11168
2012-06-01,Hawaii,314700,63
2012-09-01,Louisiana,145700,22
2017-04-01,Idaho,290100,28
2021-08-01,Illinois,337400,577
2015-10-01,Nevada,214500,3937
2017-01-01,California,397100,3573
2019-12-01,Alabama,301700,200
2019-12-01,Colorado,808500,45
2017-09-01,Oklahoma,159900,3283
2012-08-01,Oregon,191600,270
2017-09-01,Utah,263700,431
2012-05-01,Florida,102200,242
2012-09-01,Hawaii,305300,339
2017-12-01,Wisconsin,169500,468
2015-11-01,Georgia,198700,6467
2021-05-01,Michigan,233900,9765
2018-02-01,Kentucky,178300,21
2012-05-01,Missouri,126000,1616
2016-07-01,Colorado,371700,6176
2016-02-01,Delaware,196800,556
2019-11-01,North Carolina,259800,8408
2017-03-01,Wisconsin,174400,66
2019-01-01,Illinois,201700,4974
2018-02-01,New Hampshire,191100,172
2020-06-01,Michigan,114400,97
2014-02-01,Missouri,89800,33
2014-09-01,Georgia,176300,8976
2019-08-01,Oregon,446800,100
2014-06-01,South Carolina,195800,4273
2013-04-01,Indiana,59200,31
2022-03-01,Minnesota,188300,331
2016-05-01,Ohio,147800,11904
2012-10-01,South Dakota,157700,258
2018-03-01,Vermont,199500,44
2015-07-01,Delaware,103600,58
2020-07-01,Rhode Island,269700,216
2013-07-01,Kentucky,94800,28
2013-07-01,Alaska,285900,568
2015-06-01,New York,250700,375
2017-10-01,Alaska,288100,651
2013-02-01,Oregon,156900,162
2015-08-01,Vermont,198500,75
2018-05-01,New Jersey,314800,660
2018-01-01,Illinois,216200,364
2014-09-01,Massachusetts,326400,1118
2014-04-01,New Hampshire,196200,50
2020-06-01,Massachusetts,395700,609
2018-02-01,Vermont,252800,39
2016-10-01,Alaska,280000,498
2015-08-01,Kentucky,158000,3292
2012-10-01,Columbia,380000,243
2013-02-01,Arizona,174000,6709
2018-12-01,Arizona,202300,725
2013-02-01,New Jersey,168400,198
2016-01-01,Idaho,193800,24
2021-03-01,Colorado,804500,79
2014-04-01,Oklahoma,170500,24
2012-02-01,Utah,199800,180
2012-02-01,Massachusetts,263200,2265
2017-08-01,Arizona,154200,640
2017-03-01,Ohio,137900,11566
2019-08-01,Illinois,215300,1442
2017-12-01,Kansas,148300,32
2021-10-01,South Carolina,310000,6392
2012-09-01,Pennsylvania,190400,5023
2016-09-01,Mississippi,153600,1161
2020-09-01,Alabama,237300,4315
2013-09-01,New York,123700,343
2021-11-01,Pennsylvania,240800,3684
2014-11-01,North Carolina,192900,5342
2019-12-01,Virginia,353700,1753
2015-06-01,Wisconsin,146900,2850
2016-08-01,Wisconsin,176900,7992
2019-08-01,Hawaii,1102500,6
2022-04-01,Utah,589000,49
2016-09-01,Oregon,267700,390
2020-12-01,Massachusetts,430600,809
2018-11-01,New Hampshire,270800,1971
2013-03-01,Kansas,102300,22
2020-04-01,Indiana,170800,231
2017-11-01,Rhode Island,269100,927
2014-03-01,North Carolina,136400,187
2016-03-01,Florida,150600,7046
2018-10-01,Mississippi,165800,1183
2015-05-01,Texas,220000,668
2014-05-01,Virginia,339900,1562
2014-03-01,Pennsylvania,200200,414
2013-11-01,Alabama,148700,1789
2016-05-01,Iowa,142500,231
2012-06-01,Vermont,222400,484
2013-09-01,Massachusetts,319800,1185
2018-01-01,Texas,187300,669
2017-05-01,Georgia,233200,12044
2013-06-01,Colorado,346500,53
2013-05-01,Delaware,107000,37
2013-12-01,Utah,225800,2600
2012-02-01,Illinois,137000,4157
2017-03-01,Colorado,378300,6828
2021-04-01,Arkansas,208800,2829
2019-06-01,South Dakota,147500,10
2019-03-01,Georgia,199400,76
2017-03-01,Maine,170700,68
2012-04-01,Georgia,113500,8116
2012-09-01,Alaska,185300,76
2013-01-01,Oregon,183100,110
2012-01-01,Kentucky,163600,7
2017-07-01,Washington,398500,11802
2014-03-01,Maryland,174300,442
2021-08-01,Connecticut,351800,5812
2019-02-01,Kansas,107800,24
2020-04-01,Mississippi,195000,1145
2013-04-01,Louisiana,165900,35
2016-09-01,Iowa,187900,1070
2019-05-01,New York,719400,2418
2013-11-01,Ohio,44000,213
2014-09-01,Vermont,174200,47
2018-04-01,Oregon,350500,5091
2014-08-01,Alabama,127700,92
2014-09-01,New Mexico,177300,13
2013-03-01,Oregon,225200,3299
2018-02-01,South Carolina,234600,3122
2013-05-01,Nebraska,128900,9
2017-10-01,Washington,421400,134
2018-07-01,Alabama,204400,3538
2019-01-01,Arizona,276400,5609
2012-08-01,Nevada,94800,36
2021-07-01,Colorado,479000,1063
2014-09-01,Idaho,142500,44
2012-11-01,Georgia,127200,7571
2012-01-01,Washington,134200,415
2012-09-01,Alaska,269200,434
2020-04-01,Arkansas,148400,21
2015-06-01,Kentucky,164700,3343
2018-01-01,Louisiana,193700,1666
2013-02-01,Illinois,143000,5028
2017-05-01,Georgia,186400,816
2018-07-01,North Carolina,158200,341
2013-09-01,Maryland,257700,5348
2018-01-01,California,516800,22373
2017-05-01,Delaware,171700,188
2019-07-01,Maryland,157600,30
2018-01-01,New Hampshire,265300,910
2014-09-01,Tennessee,142000,175
2020-02-01,Alabama,248900,198
2016-06-01,Colorado,236500,1040
2021-12-01,Massachusetts,618700,781
2015-09-01,Idaho,194300,2110
2020-04-01,South Dakota,242800,336
2014-04-01,Oklahoma,142200,3053
2015-10-01,South Carolina,197000,3921
2021-06-01,Nebraska,191300,51
2018-04-01,Washington,349400,998
2022-01-01,Alaska,351800,391
2017-11-01,Pennsylvania,212100,6608
2014-01-01,Vermont,485400,10
2019-03-01,Kentucky,150700,51
2021-07-01,Washington,642100,196
2014-03-01,South Dakota,158400,237
2012-01-01,Mississippi,109100,501
2017-09-01,New Jersey,227900,586
2014-10-01,Connecticut,137600,306
2017-12-01,Kansas,140900,27
2021-02-01,Arkansas,201500,2051
2021-01-01,Massachusetts,435700,495
2014-12-01,Idaho,181400,1487
2017-10-01,New York,605300,2449
2018-06-01,Connecticut,190500,989
2020-02-01,Kansas,145800,19
2013-12-01,Virginia,246000,592
2016-10-01,West Virginia,178400,354
2020-02-01,New York,435500,8807
2021-02-01,Delaware,292300,439
2013-03-01,Delaware,177500,585
2017-05-01,Arkansas,161800,2618
2018-10-01,Massachusetts,408600,4807
2012-12-01,Oklahoma,97500,49
2016-03-01,Nevada,155000,271
2015-06-01,New Jersey,277600,5004
2013-07-01,Nebraska,157100,126
2021-08-01,Texas,329300,33064
2021-08-01,Tennessee,251200,61
2020-05-01,Arkansas,187600,2507
2012-08-01,Michigan,109200,8966
2015-06-01,New Jersey,261900,6350
2020-09-01,Kentucky,215100,3689
2022-01-01,Colorado,565900,4549
2015-05-01,New Hampshire,186000,44
2020-11-01,Tennessee,242500,330
2015-01-01,Columbia,538000,15
2015-09-01,New Jersey,209200,105
2014-01-01,Colorado,271600,3050
2022-05-01,North Carolina,349200,1284
2018-11-01,Maine,220000,130
2018-10-01,Iowa,191000,14
2022-02-01,Minnesota,316300,3839
2016-03-01,Maryland,254100,6087
2015-08-01,Idaho,248600,31
2020-09-01,Hawaii,707500,6
2018-11-01,Iowa,194600,1005
2013-05-01,Massachusetts,321100,7129
2012-02-01,Kansas,60100,17
2012-03-01,Massachusetts,265700,761
2014-09-01,Washington,323900,384
2012-01-01,Florida,91200,4307
2015-11-01,South Dakota,202100,19
2017-12-01,Michigan,164700,8611
2020-02-01,Connecticut,242100,2722
2013-01-01,Missouri,121500,10
2017-08-01,Massachusetts,416900,8788
2013-04-01,Illinois,169400,7595
2014-08-01,Nevada,211400,3494
2016-01-01,Indiana,136500,2712
2019-11-01,Texas,250700,21832
2012-06-01,Virginia,172800,22
2018-05-01,Michigan,191900,13056
2012-05-01,Ohio,104500,1003
2018-02-01,Nebraska,102300,9
2018-05-01,Maine,236400,60
2021-06-01,Illinois,339500,645
2013-03-01,Pennsylvania,101300,176
2014-03-01,Delaware,125200,30
2012-02-01,Idaho,132100,1023
2020-07-01,Hawaii,565900,1265
2013-05-01,Maryland,199400,1813
2015-03-01,New Mexico,310800,202
2021-04-01,Maryland,216600,765
2014-12-01,Virginia,169900,21
2016-12-01,Minnesota,203800,148
2021-07-01,Arizona,295900,925
2015-09-01,Washington,331900,7663
2020-12-01,Arkansas,151500,35
2022-01-01,Utah,533600,2645
2015-07-01,Rhode Island,179400,148
2020-12-01,Idaho,403100,56
2019-08-01,Utah,298700,469
2012-01-01,Alabama,143000,261
2014-11-01,Missouri,124900,249
2013-05-01,Maine,64800,4
2012-02-01,Oregon,148500,98
2017-12-01,Maine,233900,68
2013-02-01,New Jersey,186100,300
2018-03-01,Minnesota,240800,5371
2018-08-01,Michigan,190200,14741
2022-01-01,Michigan,166700,195
2015-12-01,Kentucky,138000,23
2022-01-01,Texas,335500,19478
2013-06-01,Wisconsin,130900,107
2018-04-01,Virginia,222700,53
2012-11-01,Texas,209400,465
2013-11-01,Arizona,134100,539
2019-07-01,Nebraska,192600,26
2016-07-01,South Dakota,201100,381
2020-08-01,Missouri,183800,124
2020-08-01,Mississippi,148200,20
2013-06-01,Massachusetts,339000,1476
2021-06-01,Kansas,278800,2905
2016-10-01,Oregon,310900,4683
2012-02-01,Ohio,93200,5415
2016-09-01,Rhode Island,232200,1347
2012-02-01,Pennsylvania,120900,1288
2016-08-01,Illinois,233300,493
2012-05-01,North Carolina,159800,341
2015-07-01,Massachusetts,360500,1668
2016-09-01,New York,357500,12723
2020-12-01,Utah,358200,553
2014-08-01,Minnesota,168700,952
2020-05-01,South Dakota,247200,1
2017-09-01,New Mexico,440000,2
2018-12-01,Kansas,211400,1566
2021-01-01,Arizona,371600,83
2021-06-01,Utah,509600,54
2012-11-01,Alabama,168700,218
2013-02-01,Mississippi,118700,733
2015-08-01,Ohio,140200,11329
2015-06-01,Oregon,288500,5727
2021-12-01,Nevada,489900,39
2013-11-01,Alaska,190600,82
2018-05-01,Oklahoma,168300,4079
2021-01-01,Florida,250900,2555
2022-02-01,Arizona,439500,9858
2013-01-01,Alaska,164500,54
2015-05-01,Pennsylvania,156200,2523
2022-02-01,Virginia,418600,1456
2017-08-01,Oregon,347000,115
2014-11-01,Tennessee,177900,4741
2018-01-01,South Carolina,150400,459
2020-02-01,North Carolina,253000,8735
2021-04-01,Kansas,273700,2107
2016-10-01,California,430100,4820
2013-06-01,Minnesota,181600,143
2017-04-01,Georgia,176900,45
2021-08-01,Minnesota,341500,7401
2021-05-01,Rhode Island,375000,1314
2019-06-01,South Dakota,232300,446
2021-03-01,Arizona,269800,1144
2019-03-01,Nebraska,199800,86
2022-05-01,Texas,432900,237
2012-12-01,South Carolina,168700,109
2021-10-01,Virginia,401800,2403
2012-04-01,Mississippi,85400,17
2020-03-01,Ohio,98700,275
2015-11-01,Tennessee,190700,4824
2016-08-01,New York,367500,14807
2020-02-01,Oklahoma,107100,41
2017-06-01,Massachusetts,457100,580
2016-09-01,Oklahoma,85000,65
2015-07-01,Ohio,139900,14483
2018-01-01,Hawaii,442400,553
2012-01-01,Indiana,108600,1778
2019-07-01,Louisiana,214800,3110
2019-05-01,California,599600,28645
2017-05-01,Connecticut,185400,885
2012-12-01,Nevada,91400,216
2020-03-01,Virginia,353900,7680
2013-04-01,Delaware,110500,43
2015-03-01,New York,211200,4270
2015-10-01,Maryland,197000,1962
2014-04-01,Iowa,151100,949
2013-06-01,Minnesota,160500,333
2017-11-01,Nebraska,173700,92
2020-09-01,Iowa,173600,23
2013-02-01,Vermont,180300,26
2021-05-01,Washington,585900,11589
2014-12-01,Mississippi,87800,13
2018-06-01,Oregon,359500,6314
2017-11-01,Washington,396100,8517
2017-09-01,Kansas,223200,25
2017-07-01,Colorado,381300,7594
2020-11-01,Louisiana,315400,104
2012-02-01,Minnesota,132400,3872
2021-06-01,Louisiana,342400,161
2015-10-01,Georgia,179400,845
2013-12-01,South Dakota,151700,37
2012-03-01,Minnesota,144100,4939
2014-11-01,Michigan,112400,1171
2012-05-01,Maryland,80100,7
2012-08-01,Alaska,184200,108
2020-06-01,California,604000,1295
2022-04-01,Illinois,273700,3414
2020-08-01,Florida,241800,3372
2022-01-01,Iowa,226400,155
2021-09-01,Oklahoma,104100,69
2012-10-01,New Jersey,298300,150
2017-10-01,Virginia,237500,43
2014-06-01,Ohio,143200,10901
2016-05-01,New Mexico,231300,6
2015-03-01,Kentucky,136200,40
2021-11-01,Rhode Island,394400,1025
2015-07-01,Idaho,221300,35
2016-10-01,Utah,234000,391
2020-06-01,Washington,533000,579
2014-08-01,Alabama,77400,2
2018-03-01,Kentucky,170800,2925
2012-10-01,Iowa,88500,7
2012-12-01,Oregon,215500,3134
2021-06-01,Rhode Island,375100,241
2021-11-01,Virginia,390700,12139
2015-04-01,Illinois,188200,12386
2018-02-01,New Mexico,365100,194
2018-11-01,Tennessee,197800,227
2014-12-01,South Dakota,173400,260
2020-11-01,Arizona,215500,770
2019-09-01,Arizona,212600,814
2013-12-01,Delaware,214500,415
2013-12-01,New Mexico,274600,173
2016-10-01,Florida,198800,2203
2013-03-01,Georgia,155500,6984
2019-12-01,Tennessee,268900,6280
2019-10-01,New York,360800,328
2012-02-01,Delaware,84800,125
2012-01-01,Texas,132800,121
2012-02-01,Ohio,107200,26
2022-02-01,Florida,404400,23682
2016-09-01,Ohio,144300,11327
2020-07-01,Virginia,383300,2504
2022-05-01,Kansas,162400,26
2012-06-01,Rhode Island,128300,120
2019-11-01,Kentucky,181300,2848
2015-05-01,Virginia,161800,37
2020-03-01,Florida,271300,36941
2017-04-01,Maine,197200,1055
2014-12-01,Colorado,415400,53
2022-04-01,Hawaii,747700,1657
2020-01-01,California,476800,3249
2018-09-01,Idaho,271400,2116
2012-08-01,New Hampshire,197900,1715
2021-10-01,Georgia,340000,11667
2013-02-01,Delaware,117100,102
2019-06-01,Idaho,259700,73
2016-12-01,Wisconsin,170500,4638
2016-09-01,Hawaii,419200,12
2016-08-01,Minnesota,230400,6938
2022-04-01,Columbia,1125000,21
2013-04-01,Nebraska,120700,15
2013-10-01,Idaho,178000,1545
2018-03-01,New Jersey,257000,440
2020-10-01,Missouri,217900,6404
2022-03-01,Columbia,817800,387
2014-08-01,Arizona,141000,594
2015-06-01,Delaware,141300,6
2018-08-01,Minnesota,191800,445
2019-10-01,North Carolina,247200,11401
2015-01-01,Virginia,308900,2858
2020-07-01,Louisiana,179900,209
2014-08-01,Texas,199600,24289
2017-10-01,Rhode Island,275400,1055
2013-04-01,Florida,135700,2248
2013-04-01,Missouri,58900,19
2014-12-01,Louisiana,180600,2011
2017-03-01,Georgia,147900,60
2015-11-01,North Carolina,204500,6062
2021-06-01,Indiana,189100,348
2020-06-01,Delaware,115000,3
2018-01-01,Iowa,163400,110
2015-02-01,Arkansas,92200,12
2020-08-01,Georgia,289500,13280
2015-05-01,Utah,242700,52
2018-10-01,Florida,266800,21825
2016-03-01,Alaska,276300,428
2022-04-01,Alabama,406500,318
2019-06-01,Washington,346600,923
2018-10-01,Arizona,263900,9291
2013-03-01,Delaware,70100,9
2019-07-01,Columbia,700000,335
2017-01-01,Alabama,169800,2186
2014-06-01,Oregon,221800,220
2015-02-01,Michigan,58700,102
2015-12-01,West Virginia,130800,46
2013-01-01,Alabama,135000,1641
2016-03-01,Colorado,367000,4981
2016-09-01,New Hampshire,194000,155
2016-08-01,Maine,186900,68
2020-03-01,California,608700,1326
2017-07-01,New York,345600,319
2016-07-01,Texas,232400,23141
2020-08-01,Maine,392900,9
2019-11-01,Hawaii,661500,613
2012-06-01,Massachusetts,307000,594
2021-01-01,Kentucky,212800,2225
2013-03-01,Alaska,253300,432
2018-08-01,California,484400,5174
2016-07-01,Alaska,286800,601
2019-08-01,West Virginia,204600,450
2021-05-01,Rhode Island,317100,238
2014-09-01,Wisconsin,146800,122
2019-11-01,Alaska,291000,480
2014-05-01,Minnesota,167700,144
2016-01-01,Kansas,168700,1217
2015-06-01,Hawaii,450400,1288
2020-04-01,West Virginia,211300,370
2020-02-01,Connecticut,651200,1
2018-04-01,Louisiana,229800,205
2012-06-01,New Mexico,203500,10
2013-04-01,Missouri,110700,1917
2017-11-01,Arizona,245400,9001
2021-01-01,Ohio,178700,9010
2015-11-01,Columbia,425000,276
2012-04-01,Louisiana,165700,1388
2014-06-01,Alabama,122000,1
2019-04-01,Wisconsin,144100,340
2015-06-01,Colorado,276000,517
2012-12-01,Virginia,291200,5150
2015-05-01,South Carolina,126100,611
2012-09-01,Georgia,52900,48
2012-02-01,Arizona,93100,76
2015-11-01,Alabama,162700,2108
2012-06-01,Nevada,85000,267
2016-03-01,Oklahoma,159800,24
2016-07-01,Pennsylvania,167200,2733
2012-05-01,Tennessee,157500,1
2020-06-01,Louisiana,167800,176
2020-07-01,Missouri,161600,504
2016-09-01,South Carolina,145300,630
2012-04-01,Nebraska,137900,1323
2013-06-01,Georgia,138900,676
2013-06-01,Pennsylvania,194900,603
2014-09-01,Idaho,176600,1659
2012-01-01,Washington,210600,180
2015-10-01,Mississippi,150900,1031
2017-09-01,Idaho,234300,2306
2018-12-01,New York,635500,2027
2012-06-01,New York,229000,341
2014-09-01,Mississippi,148700,997
2020-05-01,Minnesota,231200,854
2018-07-01,Hawaii,733100,8
2018-11-01,Maryland,357200,3817
2012-07-01,Missouri,122500,1618
2020-05-01,Illinois,231300,7969
2012-04-01,Indiana,31300,48
2013-09-01,Oklahoma,143500,3006
2012-10-01,Colorado,247800,5579
2014-08-01,Tennessee,106400,51
2019-12-01,Arizona,336100,92
2012-05-01,Indiana,105400,219
2020-10-01,Illinois,211900,2628
2021-09-01,Mississippi,229600,1432
2012-08-01,Tennessee,29000,8
2012-05-01,Florida,156900,16066
2015-09-01,Louisiana,188500,2351
2018-06-01,Louisiana,212000,3251
2016-01-01,Columbia,659800,77
2017-09-01,South Dakota,143000,9
2018-10-01,Texas,228600,629
2018-03-01,Mississippi,111300,19
2012-11-01,Texas,147200,155
2022-05-01,Texas,281300,1246
2022-03-01,Utah,560600,3695
2015-06-01,California,504800,1679
2015-03-01,Louisiana,180200,2472
2015-06-01,Texas,193600,205
2019-08-01,Illinois,228700,10411
2014-03-01,Wisconsin,113200,70
2018-01-01,Arkansas,129200,15
2014-02-01,Nebraska,141400,958
2014-10-01,Delaware,231400,496
2012-05-01,Minnesota,170300,5219
2015-12-01,Nebraska,166600,1237
2022-05-01,Washington,695600,667
2021-07-01,Connecticut,370000,5999
2014-06-01,Utah,228300,3570
2019-01-01,South Dakota,212700,158
2014-08-01,Arizona,210900,6894
2018-11-01,Pennsylvania,217400,447
2012-06-01,Minnesota,136800,131
2021-08-01,Illinois,230900,3412
2019-05-01,West Virginia,130300,2
2015-06-01,Kentucky,146400,47
2019-04-01,New Jersey,242200,629
2020-03-01,Washington,471800,6994
2017-03-01,Utah,279400,3739
2022-05-01,Kansas,242200,76
2018-12-01,Vermont,211800,53
2017-11-01,Ohio,148200,11111
2018-04-01,Maine,208600,1377
2018-12-01,Kentucky,147300,215
2020-04-01,Columbia,700000,253
2017-06-01,Illinois,237500,12674
2017-09-01,Minnesota,196500,1058
2018-02-01,Utah,334400,2350
2020-06-01,Iowa,220300,1786
2017-12-01,South Carolina,192900,253
2012-06-01,Ohio,147800,63
2018-07-01,Nevada,305200,4082
2016-08-01,Massachusetts,385100,6326
2013-09-01,North Carolina,182100,4136
2014-09-01,New Jersey,251200,92
2021-01-01,Alabama,313700,172
2013-12-01,Michigan,66700,62
2016-03-01,Florida,181000,2452
2013-05-01,Wisconsin,131600,8
2018-04-01,Washington,439800,8209
2013-09-01,Maine,132800,14
2014-08-01,Arizona,198200,8075
2017-09-01,Nebraska,139000,51
2017-06-01,Louisiana,188800,62
2014-05-01,New Mexico,269500,19
2019-12-01,Rhode Island,288700,1304
2016-10-01,New Hampshire,235200,2163
2015-08-01,Delaware,246100,597
2016-04-01,Alabama,310000,1
2022-01-01,New Hampshire,362200,75
2014-08-01,Alaska,267900,584
2021-09-01,Minnesota,330600,6781
2013-08-01,Nebraska,108400,14
2021-09-01,Louisiana,318000,77
2014-11-01,Oregon,252800,3897
2014-02-01,North Carolina,173700,4685
2015-01-01,New Hampshire,162100,99
2014-06-01,West Virginia,172100,254
2016-01-01,Oregon,270400,3761
2012-04-01,New Hampshire,178600,1270
2021-04-01,Pennsylvania,281400,6500
2015-07-01,Rhode Island,246300,1061
2012-04-01,Louisiana,161500,1656
2017-11-01,New Hampshire,236700,76
2017-04-01,Florida,226500,33913
2016-09-01,Tennessee,211200,6503
2017-01-01,Pennsylvania,180300,7032
