year,state,median_sale_price,homes_sold
2016-03-01,Kentucky,153900,2537
2012-04-01,Florida,110100,259
2019-04-01,Rhode Island,278700,1156
2014-04-01,Minnesota,188000,4079
2021-08-01,Texas,341400,359
2021-08-01,New Mexico,463700,337
2019-04-01,Idaho,282000,33
2013-07-01,Missouri,152500,63
2017-12-01,Florida,205500,2509
2016-05-01,Virginia,329500,2070
2019-02-01,Missouri,151800,267
2021-04-01,West Virginia,258000,372
2012-06-01,Hawaii,462000,1
2013-07-01,Oregon,251500,5186
2016-02-01,Michigan,131300,887
2020-11-01,Indiana,116200,84
2014-04-01,Oregon,249600,4154
2021-11-01,New Hampshire,400600,1583
2015-10-01,Alabama,161900,2558
2021-02-01,Massachusetts,470700,4452
2012-08-01,West Virginia,145400,255
2014-05-01,Virginia,319800,7388
2015-07-01,Delaware,217000,872
2018-09-01,Kentucky,176100,3044
2015-05-01,Indiana,70800,40
2017-09-01,Delaware,236800,589
2013-09-01,Nebraska,146800,1368
2019-08-01,Washington,434500,11712
2016-03-01,Utah,199500,297
2016-01-01,Indiana,124400,158
2021-02-01,Columbia,634500,762
2014-04-01,South Dakota,161600,281
2012-02-01,Illinois,123900,545
2019-08-01,New Mexico,388400,302
2019-01-01,New Hampshire,205200,125
2018-07-01,Delaware,222000,1000
2015-07-01,Ohio,75400,286
2012-12-01,New Mexico,320200,31
2017-02-01,Wisconsin,163800,2930
2014-09-01,Iowa,161900,1064
2020-01-01,Georgia,242400,7513
2012-07-01,Arizona,118100,68
2016-06-01,Georgia,180600,809
2012-02-01,South Dakota,127000,1
2021-01-01,South Carolina,426200,25
2017-07-01,Texas,189100,1040
2016-10-01,Minnesota,206600,156
2015-08-01,Mississippi,157300,26
2017-06-01,Alaska,296100,640
2015-03-01,Wisconsin,131900,1567
2018-02-01,Minnesota,179000,197
2017-07-01,South Carolina,235300,4351
2012-08-01,Texas,185600,589
2018-05-01,Nebraska,199800,117
2018-02-01,Nevada,142300,430
2021-09-01,Columbia,870000,16
2015-11-01,Idaho,201400,1429
2017-04-01,Louisiana,166900,130
2016-07-01,West Virginia,137400,50
2019-02-01,New Hampshire,213700,101
2021-12-01,Utah,524300,4051
2019-01-01,New York,555500,878
2014-03-01,Nebraska,147100,7
2013-04-01,South Dakota,157800,346
2012-06-01,Massachusetts,335000,5395
2015-01-01,Georgia,142800,413
2013-04-01,Maine,221700,10
2014-10-01,Oklahoma,69300,67
2015-02-01,Kansas,79600,14
2013-02-01,West Virginia,145400,189
2019-03-01,Virginia,253500,1071
2016-12-01,New Jersey,287000,1186
2016-07-01,Rhode Island,196500,132
2014-01-01,Utah,201800,31
2015-03-01,Rhode Island,165300,115
2012-04-01,Wisconsin,38000,34
2013-03-01,Missouri,144300,57
2018-12-01,Louisiana,152100,24
2022-02-01,Michigan,218900,7732
2016-08-01,Idaho,215400,2469
2020-09-01,North Carolina,252800,48
2015-05-01,Indiana,154100,4705
2017-04-01,New Mexico,296000,20
2020-10-01,Kentucky,214300,3792
2019-02-01,Illinois,218300,359
2020-06-01,Oklahoma,196900,4514
2020-10-01,Pennsylvania,216600,4059
2013-07-01,New Mexico,239000,1
2013-09-01,Pennsylvania,192000,5696
2016-09-01,Maryland,316900,4300
2015-02-01,South Dakota,152000,3
2017-03-01,Alaska,357600,32
2016-03-01,Arizona,134200,747
2018-11-01,Minnesota,252800,4992
2015-08-01,Columbia,426000,17
2013-02-01,North Carolina,121900,82
2014-07-01,Virginia,197800,27
2013-04-01,Washington,293400,5885
2022-03-01,New Hampshire,441100,822
2017-04-01,New Mexico,210700,2
2018-08-01,Alabama,144000,112
2013-04-01,Utah,216700,3184
2015-09-01,California,493900,1432
2012-09-01,South Carolina,112400,386
2020-10-01,Oklahoma,209800,22
2019-07-01,South Dakota,203100,56
2022-02-01,Maine,304500,970
2020-09-01,New Mexico,461100,322
2014-10-01,Idaho,143600,37
2015-11-01,Massachusetts,376000,398
2018-05-01,Rhode Island,288400,975
2016-04-01,Connecticut,265400,2686
2018-11-01,Idaho,249700,28
2021-09-01,Utah,425800,573
2016-04-01,Vermont,245400,45
2020-03-01,California,511000,4386
2021-04-01,Tennessee,322500,7269
2012-12-01,Florida,120200,1930
2012-08-01,New Mexico,327000,129
2018-06-01,New York,340100,9687
2014-11-01,Indiana,150000,57
2020-05-01,Idaho,311000,22
2016-05-01,New Jersey,273300,1301
2012-03-01,Kentucky,153100,17
2016-10-01,Missouri,115300,70
2018-12-01,Ohio,151400,9801
2019-11-01,Arizona,299200,7423
2012-11-01,Massachusetts,295800,6046
2016-08-01,Michigan,80900,133
2014-07-01,Nebraska,125100,12
2013-01-01,Kansas,145800,1026
2014-04-01,New Mexico,213700,6
2013-05-01,Mississippi,111600,20
2020-10-01,Georgia,294900,12618
2016-06-01,Texas,234000,27579
2016-10-01,Idaho,217000,2192
2014-11-01,Iowa,167000,753
2017-11-01,California,469700,4548
2016-05-01,Florida,189200,2765
2021-05-01,Minnesota,331700,6079
2017-07-01,Iowa,138500,10
2018-11-01,Connecticut,273900,2835
2021-10-01,Idaho,466200,2739
2018-12-01,Hawaii,740300,14
2014-12-01,Rhode Island,203200,1082
2013-01-01,Vermont,278800,5
2016-08-01,Pennsylvania,113500,254
2015-04-01,Alabama,227600,237
2021-11-01,Georgia,311500,1155
2019-07-01,Arizona,212700,939
2020-11-01,Nevada,261200,451
2020-06-01,Ohio,167700,1214
2012-09-01,Ohio,113900,8883
2012-10-01,Oregon,244800,78
2020-05-01,West Virginia,140000,1
2020-08-01,Maine,239600,90
2017-06-01,Massachusetts,402400,1678
2015-04-01,Nebraska,158100,1634
2017-10-01,Rhode Island,260400,1451
2013-11-01,Virginia,291200,5221
2015-09-01,California,577900,1106
2013-03-01,Mississippi,122100,841
2016-01-01,Alaska,263500,396
2015-11-01,Utah,248800,2812
2012-03-01,West Virginia,88300,19
2015-10-01,New Jersey,211200,627
2012-02-01,Alaska,245900,288
2018-08-01,Georgia,217600,1000
2018-10-01,Maine,214000,140
2017-01-01,Indiana,155200,51
2019-04-01,Georgia,239900,939
2013-08-01,Minnesota,156600,967
2015-02-01,Texas,147000,723
2018-10-01,Maryland,135600,21
2012-09-01,Texas,165800,15259
2013-07-01,Maine,143500,426
2012-09-01,Idaho,221000,25
2012-05-01,Hawaii,487800,458
2012-05-01,Oregon,210600,3545
2013-10-01,Florida,124100,5755
2012-04-01,Idaho,176700,24
2019-06-01,Maine,242300,2047
2022-05-01,Arkansas,254300,2894
2019-05-01,California,637200,1535
2019-11-01,Arizona,213300,790
2021-02-01,Nebraska,228500,85
2021-12-01,Alabama,426500,290
2018-12-01,Minnesota,248600,3947
2016-04-01,Missouri,155200,5437
2020-05-01,Louisiana,220800,2257
2017-10-01,Arkansas,157000,56
2013-10-01,Mississippi,73800,19
2020-10-01,Connecticut,811300,6
2016-02-01,Oklahoma,107400,22
2014-07-01,Utah,246300,2937
2015-09-01,Nevada,97000,348
2013-03-01,Texas,176000,17800
2013-10-01,Delaware,90000,3
2015-12-01,Georgia,160600,645
2022-01-01,Massachusetts,567300,533
2015-05-01,Columbia,412300,324
2019-08-01,Arizona,293500,9420
2013-10-01,Kansas,138800,67
2014-05-01,Oklahoma,147400,3697
2021-09-01,Illinois,341000,589
2012-09-01,Arkansas,133700,763
2012-02-01,Iowa,97300,78
2022-03-01,New York,434000,7337
2018-06-01,Oregon,394200,99
2019-05-01,Maine,235900,1810
2018-02-01,South Dakota,175500,1
2017-12-01,New York,404700,12178
2017-11-01,Minnesota,192500,915
2016-07-01,Minnesota,218200,166
2014-11-01,Virginia,302400,4936
2012-11-01,North Carolina,124600,72
2018-09-01,Alaska,318100,40
2018-03-01,Connecticut,174000,685
2017-09-01,Oregon,347800,119
2019-06-01,New Hampshire,239900,291
2019-02-01,Nebraska,186600,29
2018-07-01,Missouri,191300,5745
2019-03-01,Minnesota,257300,4909
2021-01-01,Louisiana,195800,43
2015-07-01,Louisiana,194500,3057
2012-02-01,North Carolina,148000,197
2016-03-01,New York,242600,198
2017-05-01,South Dakota,199200,474
2020-10-01,Hawaii,479900,689
2016-11-01,New Jersey,282000,9140
2016-03-01,Columbia,408500,18
2020-11-01,Utah,337600,573
2020-01-01,South Carolina,158800,458
2019-04-01,Illinois,226300,13415
2015-06-01,Tennessee,199900,7536
2015-03-01,Hawaii,225000,1
2019-07-01,Florida,281100,27274
2019-01-01,Indiana,143100,145
2012-03-01,Minnesota,108900,259
2017-09-01,Columbia,620000,261
2012-01-01,South Carolina,102100,288
2021-06-01,Kansas,236600,97
2016-12-01,South Carolina,188900,283
2015-04-01,South Carolina,152800,193
2015-07-01,Maine,143900,633
2021-10-01,Arizona,310700,818
2016-12-01,Ohio,130900,86
2016-04-01,New York,210800,5340
2018-12-01,Connecticut,281100,2619
2019-08-01,Hawaii,426400,700
2015-09-01,Ohio,75500,262
2018-01-01,Mississippi,164500,750
2016-12-01,Wisconsin,124300,282
2012-06-01,Missouri,106700,21
2016-09-01,Ohio,87000,270
2018-01-01,Oklahoma,133500,14
2016-03-01,Massachusetts,364000,386
2016-10-01,Missouri,111900,75
2016-01-01,New York,220500,4827
2021-01-01,Louisiana,228900,2733
2012-06-01,New Hampshire,210900,1313
2019-09-01,Vermont,252100,70
2021-05-01,Missouri,164700,89
2019-07-01,Pennsylvania,221500,518
2012-10-01,Arizona,117500,584
2018-01-01,Kansas,201900,1215
2018-07-01,Tennessee,204400,281
2016-05-01,Iowa,177500,1479
2013-04-01,Colorado,454200,50
2019-09-01,Texas,267500,232
2016-09-01,Missouri,167900,4989
2021-04-01,Columbia,1250000,111
2019-06-01,Louisiana,229300,2736
2014-12-01,Oregon,212600,262
2018-08-01,California,577600,34964
2020-08-01,Wisconsin,186400,376
2014-01-01,Virginia,125200,14
2020-05-01,Illinois,248500,268
2020-01-01,California,792900,799
2021-01-01,Illinois,243700,6788
2020-03-01,Idaho,315200,27
2019-04-01,Indiana,185300,4611
2016-07-01,South Carolina,135300,560
2012-09-01,Virginia,243000,540
2019-11-01,New York,319100,8345
2021-07-01,Nevada,447700,53
2013-11-01,Pennsylvania,173400,427
2021-12-01,South Carolina,318600,6716
2022-02-01,Arizona,589700,69
2018-10-01,Wisconsin,188000,6876
2019-01-01,Rhode Island,268700,148
2012-10-01,Texas,190900,507
2018-11-01,Nebraska,187600,35
2014-01-01,Arizona,134800,453
2016-08-01,Florida,194900,385
2018-09-01,Michigan,172700,1638
2019-08-01,Pennsylvania,252000,8273
2021-09-01,Tennessee,333800,8877
2017-01-01,West Virginia,174700,190
2014-12-01,Arizona,159200,50
2016-02-01,Oklahoma,144700,2388
2019-09-01,Rhode Island,307700,959
2014-11-01,Pennsylvania,182400,436
2019-04-01,Michigan,173900,1254
2015-11-01,Oklahoma,150400,2352
2017-02-01,Pennsylvania,207700,391
2021-12-01,Missouri,176800,388
2018-08-01,South Dakota,194200,6
2018-03-01,South Carolina,242600,4297
2016-09-01,Louisiana,197200,2321
2013-10-01,Colorado,280600,4975
2021-11-01,Illinois,223600,2649
2013-07-01,Oregon,231900,85
2019-04-01,Florida,261700,386
2016-05-01,Kansas,96300,36
2020-04-01,Utah,313100,260
2013-06-01,Mississippi,139200,1026
2012-12-01,Florida,147800,23746
2012-06-01,Indiana,26400,39
2017-04-01,South Dakota,192900,383
2021-04-01,Pennsylvania,196200,375
2017-09-01,Arizona,153300,623
2014-08-01,West Virginia,144300,27
2019-01-01,Alaska,172300,57
2020-04-01,New Mexico,370400,167
2020-09-01,Vermont,290800,109
2022-04-01,Hawaii,951200,735
2019-12-01,Alabama,229200,10
2014-06-01,Maryland,206900,1949
2020-05-01,Oklahoma,95000,8
2019-05-01,Missouri,149700,95
2021-10-01,Arkansas,224400,3124
2020-09-01,Oklahoma,183200,40
2019-12-01,Michigan,179800,1139
2016-09-01,Mississippi,153100,1207
2013-03-01,Maryland,167300,540
2012-01-01,Tennessee,109600,1279
2017-06-01,Arkansas,166100,2743
2015-01-01,Delaware,192500,4
2020-10-01,Arkansas,196300,2958
2013-09-01,Oregon,245200,4271
2021-04-01,Delaware,145000,49
2018-11-01,Rhode Island,249400,199
2012-01-01,Wisconsin,106000,850
2017-07-01,Pennsylvania,232400,8048
2016-03-01,Pennsylvania,187700,5557
2018-03-01,New York,408200,9693
2012-10-01,Alaska,171300,80
2016-09-01,Georgia,202100,11388
2020-12-01,Vermont,312200,865
2013-05-01,Minnesota,144100,312
2016-11-01,Tennessee,143500,32
2018-05-01,Missouri,124700,123
2016-01-01,Connecticut,135100,216
2014-12-01,California,464000,1237
2018-04-01,New York,697100,1912
2013-04-01,Arkansas,140100,986
2018-01-01,Vermont,180800,38
2020-11-01,Washington,520300,126
2017-11-01,West Virginia,154600,51
2012-09-01,Nevada,83500,196
2012-06-01,Arizona,101000,693
2015-10-01,Missouri,154900,4156
2013-10-01,Hawaii,404100,1106
2017-11-01,Oregon,333100,4412
2013-07-01,Minnesota,202500,6153
2020-02-01,New Jersey,385900,528
2020-02-01,Maryland,299800,5434
2013-09-01,Mississippi,75200,5
2016-02-01,Texas,166300,687
2021-02-01,Kansas,160100,19
2021-11-01,Washington,595900,727
2019-10-01,Arkansas,197100,20
2020-11-01,Indiana,212500,68
2021-02-01,New Mexico,520600,160
2014-04-01,Idaho,170500,1646
2016-06-01,Oregon,251800,391
2012-10-01,Maryland,238700,4497
2021-06-01,Alaska,423600,49
2021-06-01,Vermont,336700,866
2019-11-01,North Carolina,270100,27
2013-03-01,Oklahoma,110900,15
2019-03-01,North Carolina,188000,319
2017-01-01,Louisiana,174000,89
2020-02-01,New York,434000,184
2016-02-01,Arkansas,141000,1552
2014-03-01,South Carolina,182900,3329
2022-04-01,Colorado,699900,5360
2016-05-01,Idaho,172200,40
2021-02-01,Ohio,206400,76
2021-02-01,North Carolina,265800,40
2012-12-01,Delaware,206400,361
2016-02-01,Michigan,68900,136
2012-08-01,New York,214800,7474
2017-01-01,Idaho,177700,31
2021-02-01,Massachusetts,544000,353
2014-02-01,Massachusetts,302500,2115
2016-01-01,Delaware,233100,339
2020-09-01,Tennessee,297900,26
2016-04-01,Virginia,315000,6925
2014-03-01,Mississippi,129600,891
2016-09-01,Kansas,163500,20
2017-06-01,Iowa,156300,272
2015-04-01,New York,175900,134
2017-07-01,Maine,203400,156
2012-12-01,Rhode Island,195800,693
2018-05-01,Louisiana,244400,109
2018-06-01,Alaska,189900,110
2021-02-01,Virginia,229200,43
2018-07-01,Rhode Island,239000,1
2013-05-01,Texas,141900,1026
2017-11-01,Oklahoma,157600,3032
2021-04-01,South Dakota,246000,59
2019-04-01,Hawaii,855400,16
2016-07-01,Iowa,245000,1
2017-05-01,Pennsylvania,122100,241
2018-01-01,Illinois,198700,7975
2017-12-01,Tennessee,232000,6071
2020-08-01,Missouri,147800,104
2014-04-01,Maryland,195100,1692
2017-03-01,Ohio,61800,323
2013-10-01,Oregon,209500,287
2015-12-01,Rhode Island,198900,122
2020-03-01,Iowa,206400,1160
2018-08-01,Minnesota,243100,214
2013-09-01,Wisconsin,200000,5
2016-06-01,California,535300,1637
2016-08-01,New Jersey,328000,9226
2014-05-01,Oregon,216500,216
2016-05-01,Nevada,213200,35
2017-06-01,Ohio,163000,13426
2016-04-01,Mississippi,156900,1099
2012-11-01,Nevada,151100,3527
2015-01-01,Iowa,149800,644
2021-05-01,Oregon,484000,112
2013-01-01,Minnesota,128300,97
2021-06-01,Maryland,169500,45
2019-08-01,Columbia,425000,350
2021-10-01,Ohio,209100,14874
2019-03-01,Vermont,224800,52
2014-09-01,Iowa,106900,10
2015-12-01,Georgia,193500,10046
2020-10-01,Arizona,388600,90
2019-03-01,Ohio,223900,68
2014-09-01,Louisiana,176100,2471
2021-11-01,Maine,341700,91
2020-04-01,Indiana,190400,65
2020-10-01,Delaware,230800,4
2018-12-01,Maine,186800,57
2014-08-01,Colorado,372700,68
2019-02-01,Oklahoma,134200,16
2021-08-01,Iowa,194000,23
2012-03-01,North Carolina,149400,265
2018-04-01,Oklahoma,166100,3576
2019-01-01,California,563300,758
2019-09-01,Illinois,203600,1126
2016-11-01,Arizona,168200,720
2016-01-01,Utah,245300,2397
2015-10-01,South Carolina,245800,11
2013-09-01,Nevada,84100,376
2019-07-01,Indiana,197600,5569
2021-04-01,Nebraska,152400,21
2016-11-01,Tennessee,205400,6238
2016-06-01,Indiana,133000,371
2017-04-01,Idaho,217800,1867
2022-03-01,Indiana,259100,4058
2012-05-01,Vermont,203300,424
2015-07-01,Massachusetts,402700,544
2019-01-01,Columbia,532000,585
2013-11-01,Utah,219700,2560
2018-04-01,Arkansas,166000,2053
2015-03-01,New Mexico,237900,14
2019-10-01,Rhode Island,302700,1026
2018-04-01,Kansas,209300,23
2021-04-01,New Mexico,453000,252
2013-01-01,Florida,108100,206
2012-02-01,Minnesota,112800,494
2022-03-01,Mississippi,246600,1516
2013-07-01,Wisconsin,135300,2001
2018-01-01,Vermont,207000,444
2012-07-01,New Mexico,315300,143
2015-04-01,Connecticut,201800,1175
2014-10-01,Maine,95200,12
2020-03-01,Texas,228900,804
2018-04-01,Idaho,224700,60
2015-11-01,Oklahoma,70500,37
2020-02-01,Georgia,196100,38
2018-11-01,New Mexico,398000,254
2015-03-01,California,570100,949
2015-03-01,Columbia,500000,633
2016-10-01,New York,409900,447
2016-02-01,Columbia,592500,213
2012-08-01,Oklahoma,141400,3260
2022-03-01,Vermont,368100,66
2012-11-01,Alaska,262000,403
2015-11-01,Minnesota,158400,203
2018-03-01,New York,310500,6487
2021-01-01,Utah,415000,2754
2020-12-01,Iowa,236000,1285
2020-12-01,Florida,334100,441
2020-10-01,Kentucky,174300,67
2013-04-01,Washington,278100,370
2020-11-01,Hawaii,1100000,3
2020-03-01,Arkansas,175500,23
2013-11-01,Maine,148000,397
2017-10-01,New Hampshire,252800,2197
2016-06-01,New Mexico,335800,218
2017-02-01,Massachusetts,351100,592
2022-02-01,West Virginia,288000,298
2017-01-01,Arizona,147100,594
2012-11-01,California,375300,20142
2012-12-01,Idaho,121900,24
2016-11-01,Maryland,320000,3717
2019-06-01,Massachusetts,513800,516
2016-08-01,Delaware,180000,5
2021-11-01,Alaska,338200,805
2018-04-01,Oklahoma,163400,3743
2021-08-01,South Dakota,249800,50
2012-12-01,Missouri,98000,28
2021-07-01,South Dakota,278100,449
2018-01-01,Maryland,266600,5024
2013-07-01,Columbia,425000,19
2019-04-01,Florida,220600,3024
2021-12-01,Connecticut,335000,5019
2014-05-01,Oklahoma,73000,64
2020-08-01,Maryland,418300,5490
2017-05-01,Virginia,344400,8761
2019-01-01,Utah,325300,238
2014-09-01,Wisconsin,131900,2047
2013-09-01,Delaware,135600,136
2012-02-01,Wisconsin,89900,7
2016-03-01,Maryland,80000,10
2013-03-01,Vermont,199800,315
2014-06-01,Wisconsin,129600,130
2016-06-01,Florida,240600,26671
2015-11-01,Maryland,313000,3269
2018-10-01,Connecticut,241100,4111
2014-04-01,Illinois,172100,7526
2018-07-01,Georgia,217400,56
2019-08-01,Wisconsin,202400,74
2015-12-01,Arizona,158500,689
2019-01-01,Kentucky,173500,1928
2021-07-01,Columbia,470000,486
2017-02-01,Nebraska,172000,55
2020-08-01,North Carolina,245200,1251
2013-03-01,Missouri,107000,1950
2018-04-01,Michigan,176200,12011
2019-05-01,Texas,275100,244
2016-03-01,Georgia,197600,10964
2019-06-01,Florida,281100,26923
2020-02-01,Arizona,307500,7560
2015-04-01,Connecticut,131300,228
2014-01-01,Arkansas,138300,11
2015-06-01,Illinois,225000,3308
2019-11-01,Colorado,1115200,40
2021-01-01,Connecticut,315800,3988
2012-06-01,New York,118800,313
2019-07-01,Massachusetts,552100,580
2013-01-01,South Carolina,121300,81
2015-02-01,Idaho,174200,19
2021-06-01,Alabama,352200,340
2013-10-01,Illinois,172500,7781
2014-08-01,Washington,313700,7233
2021-09-01,Alaska,334700,923
2014-02-01,New Mexico,126000,5
2018-07-01,Columbia,764600,16
2013-09-01,South Carolina,178900,3082
2020-12-01,New Jersey,382900,13871
2014-05-01,Mississippi,76500,18
2021-08-01,Rhode Island,309100,214
2019-11-01,Arkansas,213800,37
2013-10-01,Arkansas,101200,19
2018-09-01,Illinois,212900,11938
2019-08-01,Kansas,218300,37
2016-03-01,Tennessee,194900,6285
2017-03-01,South Carolina,199200,17
2012-01-01,New Mexico,150300,20
2021-06-01,Iowa,247000,1950
2021-09-01,Oklahoma,218100,4782
2013-06-01,Oklahoma,73000,61
2019-11-01,Colorado,425300,6090
2016-12-01,Connecticut,155700,227
2016-03-01,Hawaii,787500,2
2017-07-01,Idaho,184800,52
2014-10-01,Rhode Island,225000,1142
2021-05-01,California,762200,37812
2013-03-01,Indiana,98900,203
2016-04-01,Pennsylvania,217800,581
2016-12-01,New York,507500,928
2021-07-01,Georgia,304300,94
2014-03-01,Arizona,141000,711
2012-03-01,New York,220600,254
2016-04-01,Oklahoma,120600,25
2015-03-01,Vermont,224800,45
2017-08-01,New York,326000,11177
2012-02-01,Columbia,474000,208
2015-04-01,South Carolina,193700,4158
2012-08-01,Maine,139000,53
2018-12-01,South Carolina,270700,16
2016-08-01,Vermont,207700,71
2020-08-01,Arkansas,202800,30
2022-04-01,New Mexico,730000,3
2017-07-01,North Carolina,236100,10042
2019-12-01,Kentucky,188900,2783
2013-03-01,Iowa,143000,860
2012-02-01,Georgia,71800,700
2014-02-01,Florida,179800,13678
2014-02-01,Nebraska,93500,10
2014-12-01,Alaska,384800,24
2022-05-01,Illinois,296700,10463
2015-02-01,Kentucky,138600,1808
2021-10-01,Michigan,450600,6
2016-10-01,Michigan,96700,129
2022-02-01,Maine,298500,67
2020-08-01,Vermont,261200,79
2015-04-01,Kansas,69200,25
2013-03-01,Alabama,144000,2047
2015-03-01,West Virginia,137000,27
2017-12-01,Texas,242800,21695
2018-03-01,Iowa,187300,1161
2016-05-01,Louisiana,264400,52
2014-03-01,Arizona,148200,66
2012-12-01,Colorado,363400,69
2017-10-01,Alabama,183600,2954
2018-08-01,Virginia,205300,62
2014-08-01,Nevada,197700,4080
2020-03-01,Rhode Island,303500,784
2012-09-01,Maryland,299200,2867
2012-01-01,Connecticut,129700,154
2014-01-01,Iowa,148200,528
2018-12-01,California,744500,880
2017-06-01,New York,316600,10069
2014-03-01,Washington,294200,5257
2015-03-01,Iowa,120000,3
2015-01-01,Arkansas,133300,1203
2019-11-01,New York,552700,945
2018-08-01,Minnesota,207400,1294
2021-07-01,Connecticut,222600,1112
2019-11-01,Hawaii,740000,1
2019-04-01,New Hampshire,293800,1216
2018-01-01,Georgia,230100,619
2019-05-01,Texas,244300,827
2018-05-01,Oregon,366900,118
2016-05-01,Illinois,212300,10683
2022-04-01,Rhode Island,272500,2
2016-04-01,Rhode Island,187100,102
2020-11-01,Kentucky,220600,2986
2016-10-01,Virginia,182800,34
2018-09-01,Washington,410700,8025
2020-05-01,Missouri,205100,4979
2015-09-01,Alabama,160400,2720
2012-12-01,Arkansas,50000,1
2021-08-01,New Mexico,337800,23
2021-02-01,Tennessee,187500,35
2018-03-01,Pennsylvania,134400,241
2012-10-01,Virginia,306800,1152
2015-05-01,Utah,195800,427
2016-03-01,Utah,250800,3624
2020-11-01,Washington,349800,976
2017-02-01,Kansas,146300,58
2014-05-01,West Virginia,165000,319
2016-08-01,Virginia,167500,32
2014-10-01,Maryland,186600,1735
2022-05-01,New Mexico,457200,17
2014-12-01,Pennsylvania,184700,513
2015-06-01,Georgia,219000,10491
2022-04-01,Louisiana,184800,72
2016-09-01,Massachusetts,389700,1231
2015-06-01,Georgia,263700,32
2020-02-01,Georgia,244500,10157
2014-01-01,New York,218900,4597
2013-01-01,North Carolina,115500,18
2015-08-01,Massachusetts,373700,1464
2022-02-01,Utah,629600,342
2012-08-01,Ohio,112600,1070
2018-11-01,Missouri,175100,4942
2022-05-01,Alabama,241700,130
2016-12-01,Nevada,109500,516
2013-10-01,South Carolina,169400,2876
2014-04-01,New York,199900,4941
2022-02-01,Michigan,157000,3
2017-05-01,Oklahoma,161600,4267
2015-01-01,Washington,204400,457
2012-09-01,Maryland,102000,14
2020-06-01,Utah,283800,421
2015-01-01,Columbia,482200,500
2016-11-01,Rhode Island,240000,1230
2016-06-01,Louisiana,201600,3110
2019-08-01,New Hampshire,223700,199
2013-01-01,Pennsylvania,178900,282
2018-01-01,Delaware,110000,31
2013-09-01,Kentucky,120100,266
2022-03-01,Illinois,275700,8750
2016-11-01,Michigan,93400,116
2014-05-01,Michigan,126600,9102
2015-11-01,Utah,222900,40
2018-01-01,Kansas,194600,1322
2017-02-01,Texas,176600,738
2019-07-01,Arizona,296100,9854
2020-01-01,Utah,426600,42
2013-07-01,Michigan,140900,8210
2012-10-01,Utah,211100,38
2019-10-01,Kansas,227300,13
2015-06-01,Minnesota,222700,7750
2017-03-01,South Carolina,224800,4200
2017-02-01,Alabama,168500,2396
2013-05-01,Oklahoma,78700,76
2020-05-01,Kentucky,203200,2934
2016-05-01,Michigan,154600,11909
2019-06-01,Missouri,204300,6468
2021-01-01,California,660400,20576
2019-10-01,South Carolina,253000,4126
2018-07-01,Arkansas,170100,2697
2017-06-01,Georgia,228200,14705
2018-03-01,Virginia,227800,47
2016-03-01,Texas,219700,20805
2021-05-01,Oklahoma,93000,91
2013-01-01,Vermont,196200,285
2019-08-01,South Carolina,462700,24
2018-11-01,Oregon,290500,303
2012-10-01,Wisconsin,65500,23
2016-10-01,South Carolina,136100,495
2022-02-01,New Hampshire,403200,686
2019-02-01,New Hampshire,179700,140
2019-07-01,Minnesota,280700,153
2018-04-01,Washington,432700,9916
2019-11-01,Vermont,223500,76
2017-03-01,North Carolina,223500,9508
2016-09-01,Vermont,209500,756
2013-08-01,Virginia,312900,7769
2020-05-01,Oregon,428600,61
2014-04-01,Washington,292800,7269
2015-11-01,Nevada,143000,172
2020-06-01,Tennessee,278000,8599
2014-11-01,Idaho,144600,31
2015-09-01,Alaska,276100,771
2013-07-01,Tennessee,145500,3142
2022-05-01,Hawaii,564400,901
2019-11-01,Louisiana,217000,2091
2017-05-01,Missouri,150500,464
2022-05-01,Washington,670300,11060
2014-08-01,South Carolina,190500,4126
2014-05-01,California,454500,25304
2022-04-01,Vermont,455400,82
2014-05-01,Delaware,231600,462
2013-12-01,New York,180500,137
2013-01-01,Utah,166100,34
2019-07-01,South Carolina,244500,5984
2017-01-01,New York,652900,1979
2013-08-01,Arkansas,81800,19
2012-11-01,Delaware,105000,29
2020-02-01,Wisconsin,184000,367
2021-12-01,Minnesota,314300,183
2019-03-01,Hawaii,435400,699
2019-08-01,Kansas,180400,96
2017-07-01,New Mexico,337800,271
2017-03-01,Alabama,125600,99
2014-03-01,Colorado,274600,5522
2021-10-01,Maine,579200,3
2014-09-01,Arkansas,100100,39
2017-12-01,Colorado,391200,6088
2018-05-01,Texas,247800,826
2021-03-01,Arkansas,205900,2717
2017-11-01,Illinois,230700,454
2013-12-01,Massachusetts,315800,1016
2018-07-01,Pennsylvania,219800,672
2012-08-01,Mississippi,135400,971
2019-03-01,Louisiana,206100,2302
2015-04-01,Hawaii,1100000,1
2016-12-01,Alaska,290100,465
2018-10-01,Texas,244000,20929
2015-03-01,West Virginia,164700,217
2012-03-01,Virginia,222100,553
2014-02-01,New York,119600,251
2021-09-01,South Dakota,287500,401
2017-04-01,South Carolina,354500,17
2017-06-01,Idaho,184400,66
2016-11-01,Vermont,210600,593
2014-03-01,Illinois,176300,1965
2019-03-01,Illinois,214400,7594
2017-06-01,Wisconsin,194800,8308
2015-02-01,Oklahoma,146000,2359
2021-04-01,Washington,591600,9170
2021-02-01,South Dakota,162900,8
2015-02-01,Minnesota,158200,144
2016-09-01,Minnesota,223800,5950
2021-11-01,Alaska,347200,624
2019-06-01,Maine,242200,1748
2021-10-01,Massachusetts,525800,4917
